,time,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-01-18 02:00:00Z,19.8,19.8,15.8,5.1,23.6
2025-01-18 03:00:00Z,22.8,14.7,14.5,4.6,21.4
2025-01-18 04:00:00Z,20.7,18.0,13.8,3.8,19.6
2025-01-18 05:00:00Z,26.1,20.8,15.1,5.6,23.7
2025-01-18 06:00:00Z,21.2,18.3,17.4,7.1,28.1
2025-01-18 07:00:00Z,23.3,16.8,21.0,10.6,37.2
2025-01-18 08:00:00Z,25.5,15.6,23.7,12.4,42.7
2025-01-18 09:00:00Z,22.6,19.6,22.1,10.8,38.6
2025-01-18 10:00:00Z,28.1,21.3,20.3,10.1,35.8
2025-01-18 11:00:00Z,27.7,20.8,19.4,10.1,34.8
2025-01-18 12:00:00Z,27.3,18.3,25.4,19.1,54.7
2025-01-18 13:00:00Z,28.3,21.5,23.1,17.1,49.3
2025-01-18 14:00:00Z,30.2,16.0,28.9,30.2,75.3
2025-01-18 15:00:00Z,27.7,19.9,24.4,12.6,43.8
2025-01-18 16:00:00Z,29.0,22.2,29.7,30.3,76.0
2025-01-18 17:00:00Z,21.9,18.4,25.5,17.8,52.7
2025-01-18 18:00:00Z,29.3,19.2,32.1,32.7,82.3
2025-01-18 19:00:00Z,23.8,18.5,29.6,29.4,74.5
2025-01-18 20:00:00Z,30.5,19.7,22.8,13.5,43.5
2025-01-18 21:00:00Z,23.8,17.8,25.0,13.5,45.7
2025-01-18 22:00:00Z,30.5,22.2,28.1,18.8,56.9
2025-01-18 23:00:00Z,28.1,28.0,35.2,28.8,79.4
2025-01-19 00:00:00Z,30.2,22.2,40.9,28.2,84.1
2025-01-19 01:00:00Z,30.8,23.2,41.3,12.6,60.5
2025-01-19 02:00:00Z,28.4,23.7,33.0,16.2,57.8
2025-01-19 03:00:00Z,25.0,19.8,26.4,8.5,39.3
2025-01-19 04:00:00Z,27.1,22.4,29.0,6.8,39.4
2025-01-19 05:00:00Z,25.7,21.5,29.3,9.0,43.1
2025-01-19 06:00:00Z,24.4,22.4,32.5,10.5,48.4
2025-01-19 07:00:00Z,25.3,25.5,33.2,7.1,44.2
2025-01-19 08:00:00Z,31.7,22.4,30.4,12.5,49.6
2025-01-19 09:00:00Z,25.0,18.7,23.0,9.8,38.0
2025-01-19 10:00:00Z,27.3,26.1,22.9,12.1,41.5
2025-01-19 11:00:00Z,29.4,23.8,22.4,13.5,43.2
2025-01-19 12:00:00Z,31.5,17.4,26.4,16.3,51.3
2025-01-19 13:00:00Z,21.2,18.4,28.9,19.7,59.1
2025-01-19 14:00:00Z,26.0,21.5,33.3,22.4,67.7
2025-01-19 15:00:00Z,34.2,18.6,37.6,24.2,74.6
2025-01-19 16:00:00Z,32.5,26.3,40.7,26.2,80.9
2025-01-19 17:00:00Z,32.0,20.8,43.8,39.6,104.3
2025-01-19 18:00:00Z,33.8,24.4,48.1,38.7,107.4
2025-01-19 19:00:00Z,32.9,22.2,40.5,22.4,74.9
2025-01-19 20:00:00Z,31.9,29.4,41.6,17.1,68.0
2025-01-19 21:00:00Z,30.9,29.6,45.4,14.7,67.9
2025-01-19 22:00:00Z,36.0,28.6,46.4,7.4,57.8
2025-01-19 23:00:00Z,42.0,37.7,51.2,15.1,74.3
2025-01-20 00:00:00Z,44.1,39.9,45.9,15.6,69.9
2025-01-20 01:00:00Z,45.9,37.0,42.8,10.3,58.7
2025-01-20 02:00:00Z,48.9,40.9,36.7,6.0,45.8
2025-01-20 03:00:00Z,48.6,40.4,31.9,5.2,39.9
2025-01-20 04:00:00Z,42.7,38.6,34.6,7.7,46.3
2025-01-20 05:00:00Z,41.7,32.0,35.0,12.7,54.4
2025-01-20 06:00:00Z,38.0,30.5,39.4,16.1,64.0
2025-01-20 07:00:00Z,35.1,27.5,40.5,27.2,82.2
2025-01-20 08:00:00Z,37.9,27.1,41.5,33.4,92.6
2025-01-20 09:00:00Z,34.5,22.6,38.9,37.4,96.2
2025-01-20 10:00:00Z,33.0,19.7,37.6,29.3,82.6
2025-01-20 11:00:00Z,38.4,24.9,38.8,40.1,100.2
2025-01-20 12:00:00Z,36.5,28.5,39.2,48.0,112.8
2025-01-20 13:00:00Z,36.4,23.0,39.0,47.8,112.2
2025-01-20 14:00:00Z,38.7,27.1,41.5,52.6,122.1
2025-01-20 15:00:00Z,38.8,26.1,44.0,54.0,126.9
2025-01-20 16:00:00Z,37.7,24.0,43.0,60.5,135.8
2025-01-20 17:00:00Z,39.1,23.6,43.1,47.8,116.4
2025-01-20 18:00:00Z,37.6,29.2,40.9,42.6,106.3
2025-01-20 19:00:00Z,35.8,22.7,40.9,45.0,109.7
2025-01-20 20:00:00Z,34.2,28.8,39.8,29.7,85.3
2025-01-20 21:00:00Z,35.1,28.0,39.0,40.3,100.7
2025-01-20 22:00:00Z,39.1,26.5,36.9,33.5,88.2
2025-01-20 23:00:00Z,38.2,30.8,36.2,27.0,77.5
2025-01-21 00:00:00Z,27.6,24.3,37.9,25.3,76.6
2025-01-21 01:00:00Z,32.0,24.3,37.7,25.0,75.8
2025-01-21 02:00:00Z,30.2,21.9,38.0,20.3,69.1
2025-01-21 03:00:00Z,31.0,27.2,38.2,19.6,68.3
2025-01-21 04:00:00Z,34.1,27.8,35.4,16.9,61.3
2025-01-21 05:00:00Z,27.6,22.6,33.6,23.9,70.1
2025-01-21 06:00:00Z,25.5,20.0,33.0,41.6,96.7
2025-01-21 07:00:00Z,22.1,17.3,32.2,45.0,101.3
2025-01-21 08:00:00Z,30.7,15.9,34.0,70.4,141.9
2025-01-21 09:00:00Z,42.5,19.6,35.8,82.2,161.7
2025-01-21 10:00:00Z,45.7,24.4,37.2,84.8,167.1
2025-01-21 11:00:00Z,45.7,29.0,41.9,98.5,192.8
2025-01-21 12:00:00Z,50.1,33.5,43.9,102.6,201.2
2025-01-21 13:00:00Z,47.1,28.7,50.0,90.2,188.4
2025-01-21 14:00:00Z,50.0,27.9,52.7,87.5,186.8
2025-01-21 15:00:00Z,51.3,29.3,52.7,82.7,179.5
2025-01-21 16:00:00Z,52.3,36.3,53.6,71.2,162.7
2025-01-21 17:00:00Z,67.2,38.2,52.2,104.4,212.1
2025-01-21 18:00:00Z,62.0,35.4,48.4,100.3,202.1
2025-01-21 19:00:00Z,66.1,43.9,51.3,123.3,240.3
2025-01-21 20:00:00Z,47.6,35.7,51.5,80.5,175.0
2025-01-21 21:00:00Z,43.5,33.9,51.2,70.5,159.2
2025-01-21 22:00:00Z,38.2,28.6,50.2,46.0,120.7
2025-01-21 23:00:00Z,40.6,28.3,49.0,44.3,116.9
2025-01-22 00:00:00Z,33.9,24.3,48.2,25.0,86.4
2025-01-22 01:00:00Z,30.1,24.3,48.6,24.5,86.2
2025-01-22 02:00:00Z,27.2,19.5,46.9,17.2,73.3
2025-01-22 03:00:00Z,24.5,20.2,35.7,8.4,48.7
2025-01-22 04:00:00Z,21.5,18.1,28.5,8.2,41.0
2025-01-22 05:00:00Z,26.0,15.7,33.3,12.6,52.5
2025-01-22 06:00:00Z,24.0,15.4,37.4,22.5,71.9
2025-01-22 07:00:00Z,20.2,13.4,47.7,43.5,114.4
2025-01-22 08:00:00Z,26.2,16.3,50.4,49.9,126.9
2025-01-22 09:00:00Z,38.0,17.0,51.9,72.9,163.6
2025-01-22 10:00:00Z,31.8,19.2,57.8,78.2,177.7
2025-01-22 11:00:00Z,27.2,11.2,58.2,68.6,163.5
2025-01-22 12:00:00Z,30.5,16.6,55.6,70.7,164.1
2025-01-22 13:00:00Z,20.5,13.5,44.8,42.5,110.0
2025-01-22 14:00:00Z,23.5,12.9,46.9,48.5,121.3
2025-01-22 15:00:00Z,19.4,13.7,47.3,46.5,118.7
2025-01-22 16:00:00Z,20.6,15.2,53.4,52.6,134.0
2025-01-22 17:00:00Z,16.2,13.7,57.0,63.6,154.6
2025-01-22 18:00:00Z,17.4,13.0,56.0,63.8,153.7
2025-01-22 19:00:00Z,16.5,10.7,54.0,35.5,108.4
2025-01-22 20:00:00Z,16.4,13.9,56.2,39.3,116.5
2025-01-22 21:00:00Z,14.4,9.8,44.2,22.6,78.9
2025-01-22 22:00:00Z,7.4,6.0,28.2,7.7,40.0
2025-01-22 23:00:00Z,6.5,3.7,26.0,5.2,34.1
2025-01-23 00:00:00Z,8.1,7.4,25.5,4.3,31.9
2025-01-23 01:00:00Z,12.0,9.8,24.4,4.6,31.4
2025-01-23 02:00:00Z,9.3,6.0,23.5,3.9,29.4
2025-01-23 03:00:00Z,15.3,11.2,24.9,4.5,31.8
2025-01-23 04:00:00Z,14.9,11.7,21.2,4.1,27.5
2025-01-23 05:00:00Z,16.8,11.3,20.2,4.3,26.7
2025-01-23 06:00:00Z,12.9,11.3,29.8,11.8,47.9
2025-01-23 07:00:00Z,19.3,8.4,48.2,29.7,93.8
2025-01-23 08:00:00Z,24.3,8.0,52.9,34.5,105.8
2025-01-23 09:00:00Z,27.9,8.6,51.5,35.6,106.0
2025-01-23 10:00:00Z,19.3,10.4,44.7,28.0,87.8
2025-01-23 11:00:00Z,18.7,8.2,34.3,27.0,75.6
2025-01-23 12:00:00Z,20.8,8.0,36.1,31.5,84.5
2025-01-23 13:00:00Z,19.6,6.5,32.6,28.6,76.4
2025-01-23 14:00:00Z,18.2,7.3,30.4,25.2,69.2
2025-01-23 15:00:00Z,13.5,7.7,26.2,17.0,52.3
2025-01-23 16:00:00Z,11.9,6.7,24.2,14.2,45.9
2025-01-23 17:00:00Z,9.1,4.5,25.4,11.1,42.3
2025-01-23 18:00:00Z,6.1,1.6,24.1,8.4,37.0
2025-01-23 19:00:00Z,9.8,7.7,18.6,8.6,31.7
2025-01-23 20:00:00Z,11.4,6.7,19.8,8.3,32.5
2025-01-23 21:00:00Z,10.5,3.7,18.7,6.5,28.7
2025-01-23 22:00:00Z,12.3,0.4,16.8,6.1,26.1
2025-01-23 23:00:00Z,13.6,0.5,17.9,8.3,30.5
2025-01-24 00:00:00Z,13.4,3.4,11.5,4.9,19.0
2025-01-24 01:00:00Z,12.8,3.7,11.2,4.4,17.9
2025-01-24 02:00:00Z,13.8,2.5,9.9,4.0,16.0
2025-01-24 03:00:00Z,8.5,0.2,8.3,3.5,13.7
2025-01-24 04:00:00Z,7.2,-0.1,8.5,3.9,14.4
2025-01-24 05:00:00Z,12.0,0.3,9.0,4.1,15.3
2025-01-24 06:00:00Z,10.1,2.1,13.7,6.1,23.0
2025-01-24 07:00:00Z,10.2,3.1,20.4,10.0,35.6
2025-01-24 08:00:00Z,11.3,2.1,22.0,9.7,36.9
2025-01-24 09:00:00Z,13.4,1.8,22.0,10.2,37.5
2025-01-24 10:00:00Z,14.6,2.0,26.6,19.3,56.0
2025-01-24 11:00:00Z,11.9,2.7,23.8,17.9,51.2
2025-01-24 12:00:00Z,7.0,5.8,20.3,14.2,42.1
2025-01-24 13:00:00Z,8.6,4.8,20.7,14.9,43.6
2025-01-24 14:00:00Z,10.5,3.1,23.2,15.0,46.1
2025-01-24 15:00:00Z,9.9,3.9,21.1,12.0,39.5
2025-01-24 16:00:00Z,6.4,5.8,19.8,11.7,37.7
2025-01-24 17:00:00Z,7.5,4.5,21.0,11.7,38.9
2025-01-24 18:00:00Z,7.8,2.3,19.1,6.5,29.0
2025-01-24 19:00:00Z,6.6,0.8,16.0,7.2,26.9
2025-01-24 20:00:00Z,7.6,2.0,16.3,6.2,25.9
2025-01-24 21:00:00Z,8.6,4.6,13.8,4.8,21.0
2025-01-24 22:00:00Z,11.2,5.3,15.8,4.9,23.3
2025-01-24 23:00:00Z,13.2,4.9,17.3,7.4,28.4
2025-01-25 00:00:00Z,10.4,3.5,16.1,6.3,25.7
2025-01-25 01:00:00Z,6.3,0.6,14.9,6.0,24.0
2025-01-25 02:00:00Z,5.6,-0.3,13.4,6.7,23.7
2025-01-25 03:00:00Z,6.2,0.6,14.2,7.0,24.7
2025-01-25 04:00:00Z,5.0,-0.8,12.3,4.1,18.5
2025-01-25 05:00:00Z,5.6,4.8,11.3,4.2,17.7
2025-01-25 06:00:00Z,7.1,5.4,12.5,5.7,21.2
2025-01-25 07:00:00Z,6.8,2.3,15.2,6.4,25.1
2025-01-25 08:00:00Z,5.7,2.6,20.7,3.9,26.7
2025-01-25 09:00:00Z,4.6,2.0,28.8,5.9,37.7
2025-01-25 10:00:00Z,8.0,1.7,34.3,8.0,46.6
2025-01-25 11:00:00Z,9.4,0.6,35.0,9.1,49.0
2025-01-25 12:00:00Z,3.1,1.9,35.0,10.6,51.3
2025-01-25 13:00:00Z,15.2,1.7,39.5,13.7,60.5
2025-01-25 14:00:00Z,7.8,1.2,27.1,5.4,35.3
2025-01-25 15:00:00Z,8.4,3.0,33.1,7.2,44.3
2025-01-25 16:00:00Z,14.2,8.4,52.4,11.0,69.2
2025-01-25 17:00:00Z,14.8,9.2,65.1,19.5,94.9
2025-01-25 18:00:00Z,15.2,6.5,60.0,23.9,96.5
2025-01-25 19:00:00Z,13.5,5.7,53.5,14.8,76.2
2025-01-25 20:00:00Z,11.4,6.0,44.1,8.3,56.7
2025-01-25 21:00:00Z,9.9,5.6,34.5,5.7,43.3
2025-01-25 22:00:00Z,7.4,4.6,24.2,4.2,30.6
2025-01-25 23:00:00Z,6.5,3.1,19.0,3.6,24.5
2025-01-26 00:00:00Z,4.6,0.1,17.1,2.7,21.3
2025-01-26 01:00:00Z,4.2,-0.4,15.6,3.2,20.3
2025-01-26 02:00:00Z,4.9,1.9,13.2,2.5,17.1
2025-01-26 03:00:00Z,2.8,2.6,17.2,3.3,22.2
2025-01-26 04:00:00Z,2.9,1.4,16.8,4.5,23.7
2025-01-26 05:00:00Z,3.9,-1.8,16.8,4.7,24.1
2025-01-26 06:00:00Z,2.8,,11.7,3.4,16.9
2025-01-26 07:00:00Z,2.8,0.7,14.3,5.1,22.0
2025-01-26 08:00:00Z,4.9,1.6,14.7,5.4,22.9
2025-01-26 09:00:00Z,5.6,1.5,14.4,6.0,23.4
2025-01-26 10:00:00Z,6.6,4.2,19.3,9.6,34.1
2025-01-26 11:00:00Z,11.6,1.3,24.8,12.1,43.3
2025-01-26 12:00:00Z,10.7,2.6,28.4,14.0,49.7
2025-01-26 13:00:00Z,12.7,4.9,31.7,13.1,51.8
2025-01-26 14:00:00Z,8.6,3.7,30.5,16.0,55.0
2025-01-26 15:00:00Z,8.6,2.2,31.6,18.6,60.1
2025-01-26 16:00:00Z,7.6,1.3,28.1,15.3,51.5
2025-01-26 17:00:00Z,6.2,3.7,30.9,15.2,54.1
2025-01-26 18:00:00Z,7.2,5.7,27.1,17.2,53.4
2025-01-26 19:00:00Z,7.7,4.4,29.6,16.4,54.7
2025-01-26 20:00:00Z,5.3,1.1,14.0,5.4,22.3
2025-01-26 21:00:00Z,7.1,1.6,13.7,5.4,21.8
2025-01-26 22:00:00Z,6.9,1.7,12.8,4.3,19.4
2025-01-26 23:00:00Z,5.6,-0.7,14.4,6.3,24.0
2025-01-27 00:00:00Z,3.1,-0.8,13.4,6.4,23.2
2025-01-27 01:00:00Z,5.4,0.0,7.2,3.0,11.9
2025-01-27 02:00:00Z,5.0,0.2,4.7,2.4,8.4
2025-01-27 03:00:00Z,2.6,0.3,5.4,2.7,9.5
2025-01-27 04:00:00Z,5.1,0.0,7.4,3.2,12.3
2025-01-27 05:00:00Z,5.5,0.7,9.9,3.7,15.5
2025-01-27 06:00:00Z,5.5,2.6,19.1,7.8,30.9
2025-01-27 07:00:00Z,8.5,1.7,19.8,8.1,32.2
2025-01-27 08:00:00Z,14.9,0.8,27.4,11.1,44.4
2025-01-27 09:00:00Z,14.0,1.4,26.4,11.2,43.6
2025-01-27 10:00:00Z,7.9,3.9,32.3,11.1,49.1
2025-01-27 11:00:00Z,15.1,4.6,30.0,20.7,61.7
2025-01-27 12:00:00Z,5.7,2.3,20.9,12.0,39.3
2025-01-27 13:00:00Z,10.2,1.6,22.4,13.0,42.4
2025-01-27 14:00:00Z,16.8,3.1,19.7,12.0,38.1
2025-01-27 15:00:00Z,14.9,1.4,22.6,13.0,42.6
2025-01-27 16:00:00Z,10.6,3.2,21.7,14.5,44.0
2025-01-27 17:00:00Z,12.1,3.0,18.7,8.2,31.3
2025-01-27 18:00:00Z,8.5,0.4,25.0,13.6,45.7
2025-01-27 19:00:00Z,7.7,-0.4,16.0,5.8,24.9
2025-01-27 20:00:00Z,8.0,0.8,13.0,5.3,21.1
2025-01-27 21:00:00Z,7.9,1.4,11.7,5.6,20.4
2025-01-27 22:00:00Z,9.6,3.6,12.1,4.7,19.1
2025-01-27 23:00:00Z,9.2,3.5,8.9,3.9,14.8
2025-01-28 00:00:00Z,6.1,2.8,7.4,3.4,12.6
2025-01-28 01:00:00Z,9.4,1.2,6.0,2.6,9.9
2025-01-28 02:00:00Z,7.3,2.4,4.8,2.1,8.0
2025-01-28 03:00:00Z,9.1,2.1,5.7,3.4,11.0
2025-01-28 04:00:00Z,11.1,0.4,6.1,2.8,10.2
2025-01-28 05:00:00Z,11.2,-0.9,9.1,3.4,14.2
2025-01-28 06:00:00Z,12.2,2.3,14.1,7.8,26.0
2025-01-28 07:00:00Z,16.5,5.7,20.7,8.8,34.2
2025-01-28 08:00:00Z,22.0,4.1,23.0,10.7,39.3
2025-01-28 09:00:00Z,18.0,1.6,29.4,11.7,47.4
2025-01-28 10:00:00Z,12.6,0.3,20.0,7.2,30.9
2025-01-28 11:00:00Z,8.7,2.0,22.7,15.3,46.2
2025-01-28 12:00:00Z,13.4,4.0,22.3,15.9,46.8
2025-01-28 13:00:00Z,15.2,3.9,21.3,14.2,43.0
2025-01-28 14:00:00Z,12.5,7.5,23.8,16.1,48.5
2025-01-28 15:00:00Z,19.0,4.6,23.8,14.3,45.5
2025-01-28 16:00:00Z,20.1,3.6,41.3,26.9,82.6
2025-01-28 17:00:00Z,16.8,4.4,33.1,17.3,59.6
2025-01-28 18:00:00Z,10.3,3.9,45.6,24.0,82.4
2025-01-28 19:00:00Z,9.9,2.7,33.1,21.0,65.2
2025-01-28 20:00:00Z,7.6,0.3,22.7,9.3,37.0
2025-01-28 21:00:00Z,8.5,1.7,17.9,8.4,30.7
2025-01-28 22:00:00Z,6.6,2.8,12.7,5.2,20.9
2025-01-28 23:00:00Z,5.6,1.8,15.4,8.0,27.8
2025-01-29 00:00:00Z,6.9,,11.7,4.9,19.2
2025-01-29 01:00:00Z,5.9,-1.3,10.1,4.1,16.3
2025-01-29 02:00:00Z,2.2,1.3,7.9,2.9,12.4
2025-01-29 03:00:00Z,3.3,1.3,7.8,3.5,13.2
2025-01-29 04:00:00Z,7.0,2.8,10.2,5.0,17.7
2025-01-29 05:00:00Z,10.9,2.9,13.2,5.6,21.8
2025-01-29 06:00:00Z,15.7,2.3,23.9,11.7,42.2
2025-01-29 07:00:00Z,17.0,0.4,27.8,12.4,46.8
2025-01-29 08:00:00Z,24.8,3.3,35.6,15.9,59.6
2025-01-29 09:00:00Z,26.4,5.9,39.3,19.9,69.7
2025-01-29 10:00:00Z,26.8,4.3,31.9,19.6,62.1
2025-01-29 11:00:00Z,38.7,7.3,37.3,33.9,88.4
2025-01-29 12:00:00Z,22.4,7.2,36.2,24.2,73.4
2025-01-29 13:00:00Z,14.3,5.3,41.5,24.5,78.4
2025-01-29 14:00:00Z,14.7,7.4,45.0,27.6,87.2
2025-01-29 15:00:00Z,14.2,4.8,39.4,19.1,68.5
2025-01-29 16:00:00Z,13.5,2.3,44.7,23.4,80.6
2025-01-29 17:00:00Z,11.0,1.3,46.1,25.7,85.0
2025-01-29 18:00:00Z,8.4,0.6,45.3,24.2,81.3
2025-01-29 19:00:00Z,14.3,3.8,44.4,31.6,94.1
2025-01-29 20:00:00Z,10.2,8.1,32.6,11.8,50.5
2025-01-29 21:00:00Z,8.6,7.5,29.6,10.7,46.3
2025-01-29 22:00:00Z,8.5,6.3,27.0,10.2,42.7
2025-01-29 23:00:00Z,6.4,4.5,26.2,11.4,43.6
2025-01-30 00:00:00Z,4.5,2.7,20.7,7.8,32.5
2025-01-30 01:00:00Z,6.6,4.6,21.3,7.1,32.2
2025-01-30 02:00:00Z,4.4,4.9,20.7,6.9,31.2
2025-01-30 03:00:00Z,5.1,3.4,19.0,4.5,25.6
2025-01-30 04:00:00Z,5.7,0.1,18.7,5.7,27.5
2025-01-30 05:00:00Z,7.3,6.0,27.6,9.1,41.2
2025-01-30 06:00:00Z,7.6,5.1,38.4,17.1,64.5
2025-01-30 07:00:00Z,11.0,1.2,40.5,22.4,75.4
2025-01-30 08:00:00Z,12.2,1.1,54.7,40.5,116.6
2025-01-30 09:00:00Z,13.2,5.2,52.7,35.7,107.9
2025-01-30 10:00:00Z,12.9,6.7,47.7,29.7,92.9
2025-01-30 11:00:00Z,14.1,4.8,34.4,13.0,54.5
2025-01-30 12:00:00Z,9.4,5.0,26.5,7.0,37.5
2025-01-30 13:00:00Z,6.6,3.4,26.7,6.6,36.8
2025-01-30 14:00:00Z,12.4,3.6,22.2,4.7,29.4
2025-01-30 15:00:00Z,11.6,3.6,19.8,4.6,27.0
2025-01-30 16:00:00Z,8.5,1.9,23.5,4.3,30.2
2025-01-30 17:00:00Z,9.9,3.9,24.8,3.8,30.7
2025-01-30 18:00:00Z,10.5,8.3,33.0,5.2,41.0
2025-01-30 19:00:00Z,17.0,6.7,28.7,4.4,35.4
2025-01-30 20:00:00Z,12.9,7.0,33.5,5.8,42.4
2025-01-30 21:00:00Z,15.8,7.1,30.9,4.9,38.4
2025-01-30 22:00:00Z,17.5,7.3,34.6,5.4,42.8
2025-01-30 23:00:00Z,18.5,11.3,34.9,7.3,46.0
2025-01-31 00:00:00Z,17.2,6.0,38.2,9.2,52.3
2025-01-31 01:00:00Z,17.9,7.7,38.7,11.6,56.4
2025-01-31 02:00:00Z,13.1,6.8,35.8,10.0,50.9
2025-01-31 03:00:00Z,15.8,7.0,41.9,10.8,58.4
2025-01-31 04:00:00Z,18.6,5.5,42.5,12.4,61.5
2025-01-31 05:00:00Z,19.3,7.1,43.3,15.3,66.8
2025-01-31 06:00:00Z,14.7,5.7,45.5,23.7,81.9
2025-01-31 07:00:00Z,20.0,4.4,55.2,31.5,103.5
2025-01-31 08:00:00Z,17.9,4.4,62.5,39.9,123.7
2025-01-31 09:00:00Z,25.4,12.3,67.5,58.1,156.6
2025-01-31 10:00:00Z,31.0,9.3,57.5,41.8,121.5
2025-01-31 11:00:00Z,20.9,4.6,51.1,35.2,105.1
2025-01-31 12:00:00Z,10.4,1.5,37.7,21.4,70.4
2025-01-31 13:00:00Z,12.0,5.2,34.8,23.4,70.6
2025-01-31 14:00:00Z,21.7,5.6,30.4,16.8,56.2
2025-01-31 15:00:00Z,13.5,4.1,29.0,15.4,52.5
2025-01-31 16:00:00Z,13.5,5.5,45.7,23.8,82.1
2025-01-31 17:00:00Z,11.2,5.8,43.5,19.8,73.8
2025-01-31 18:00:00Z,7.8,4.3,39.8,17.3,66.3
2025-01-31 19:00:00Z,10.9,4.8,37.5,16.4,62.6
2025-01-31 20:00:00Z,11.2,4.9,33.1,12.4,52.1
2025-01-31 21:00:00Z,11.4,6.6,35.8,9.7,50.6
2025-01-31 22:00:00Z,11.4,6.6,36.6,12.4,55.6
2025-01-31 23:00:00Z,7.9,5.0,38.5,17.2,64.9
2025-02-01 00:00:00Z,8.7,3.6,39.0,16.8,64.7
2025-02-01 01:00:00Z,9.4,10.9,32.7,7.1,43.5
2025-02-01 02:00:00Z,7.9,8.5,28.7,6.4,38.5
2025-02-01 03:00:00Z,6.5,5.2,30.6,4.8,38.0
2025-02-01 04:00:00Z,12.5,2.2,32.8,4.5,39.7
2025-02-01 05:00:00Z,17.9,6.1,35.3,5.4,43.6
2025-02-01 06:00:00Z,16.7,9.8,47.4,8.1,59.7
2025-02-01 07:00:00Z,20.5,9.5,51.9,13.7,72.8
2025-02-01 08:00:00Z,18.0,12.6,51.5,17.7,78.6
2025-02-01 09:00:00Z,21.6,14.2,50.5,26.1,90.4
2025-02-01 10:00:00Z,22.6,12.3,49.8,27.1,91.3
2025-02-01 11:00:00Z,26.8,15.5,47.3,23.4,83.1
2025-02-01 12:00:00Z,21.2,14.4,36.1,14.5,58.4
2025-02-01 13:00:00Z,24.0,14.7,25.6,8.4,38.5
2025-02-01 14:00:00Z,16.6,11.4,26.5,9.3,40.8
2025-02-01 15:00:00Z,18.8,12.3,36.4,16.6,61.8
2025-02-01 16:00:00Z,22.6,13.6,35.2,10.5,51.3
2025-02-01 17:00:00Z,20.6,8.8,43.4,11.3,60.7
2025-02-01 18:00:00Z,21.4,8.5,51.7,14.7,74.2
2025-02-01 19:00:00Z,20.0,13.9,59.8,19.9,90.3
2025-02-01 20:00:00Z,21.5,9.6,47.1,7.4,58.4
2025-02-01 21:00:00Z,21.7,14.5,44.7,5.6,53.3
2025-02-01 22:00:00Z,29.5,15.1,46.6,7.4,57.7
2025-02-01 23:00:00Z,22.6,15.9,46.9,6.8,57.3
2025-02-02 00:00:00Z,22.5,15.4,57.6,7.5,69.1
2025-02-02 01:00:00Z,25.2,15.7,56.5,13.1,76.4
2025-02-02 02:00:00Z,17.6,8.8,51.2,14.1,73.0
2025-02-02 03:00:00Z,15.2,7.3,27.8,3.8,33.7
2025-02-02 04:00:00Z,15.9,9.2,27.5,4.2,33.8
2025-02-02 05:00:00Z,17.5,14.3,28.5,5.4,36.7
2025-02-02 06:00:00Z,17.6,10.6,31.3,7.2,42.3
2025-02-02 07:00:00Z,17.5,8.3,34.1,10.7,50.6
2025-02-02 08:00:00Z,20.8,16.2,41.8,16.9,67.7
2025-02-02 09:00:00Z,20.2,12.5,40.4,23.9,76.9
2025-02-02 10:00:00Z,17.8,12.3,34.1,20.3,65.2
2025-02-02 11:00:00Z,23.1,17.4,35.4,26.6,76.1
2025-02-02 12:00:00Z,27.2,19.6,37.4,25.2,76.1
2025-02-02 13:00:00Z,26.5,14.8,34.2,20.2,65.3
2025-02-02 14:00:00Z,24.1,12.6,38.0,24.1,74.9
2025-02-02 15:00:00Z,24.4,19.1,34.2,18.3,62.2
2025-02-02 16:00:00Z,21.2,14.2,36.9,21.0,69.2
2025-02-02 17:00:00Z,23.3,12.8,50.9,33.9,102.9
2025-02-02 18:00:00Z,28.5,13.3,47.4,29.3,92.5
2025-02-02 19:00:00Z,30.4,18.3,48.2,31.9,97.1
2025-02-02 20:00:00Z,27.3,19.2,41.5,14.8,64.3
2025-02-02 21:00:00Z,40.7,23.1,46.1,9.3,60.3
2025-02-02 22:00:00Z,33.2,21.3,43.6,14.5,65.8
2025-02-02 23:00:00Z,25.3,19.4,32.3,10.1,47.9
2025-02-03 00:00:00Z,31.2,20.3,39.8,11.5,57.4
2025-02-03 01:00:00Z,20.3,17.8,35.0,6.2,44.4
2025-02-03 02:00:00Z,16.5,17.2,30.9,7.0,41.5
2025-02-03 03:00:00Z,25.8,17.2,26.8,7.0,37.5
2025-02-03 04:00:00Z,22.6,16.2,29.6,6.1,38.9
2025-02-03 05:00:00Z,28.6,19.4,38.0,14.6,60.4
2025-02-03 06:00:00Z,32.4,20.1,45.9,41.3,109.2
2025-02-03 07:00:00Z,29.7,25.8,52.0,68.0,156.3
2025-02-03 08:00:00Z,34.7,25.5,48.5,70.1,156.0
2025-02-03 09:00:00Z,43.6,25.7,47.9,83.3,175.4
2025-02-03 10:00:00Z,39.6,21.4,43.9,64.0,142.0
2025-02-03 11:00:00Z,44.3,25.8,48.7,63.8,146.5
2025-02-03 12:00:00Z,42.5,25.4,58.8,80.6,182.3
2025-02-03 13:00:00Z,47.1,29.8,58.3,73.6,171.1
2025-02-03 14:00:00Z,45.8,27.1,57.5,61.8,152.4
2025-02-03 15:00:00Z,50.5,26.0,51.4,64.4,150.2
