,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3
,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE
,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,dioxyde de soufre,monoxyde d azote,oxydes d azote,ozone
,PM10,PM25,NO2,SO2,NO,NOX,O3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-05-12 02:00:00Z,6.5,4.5,9.5,,0.5,10.2,52.0
2025-05-12 03:00:00Z,6.9,4.6,12.0,,0.5,12.7,47.9
2025-05-12 04:00:00Z,6.9,4.7,17.5,,0.4,18.1,42.9
2025-05-12 05:00:00Z,7.6,5.2,18.6,,0.6,19.5,38.5
2025-05-12 06:00:00Z,8.8,5.9,28.3,,2.9,32.7,26.8
2025-05-12 07:00:00Z,11.0,7.6,23.0,,3.7,28.8,37.5
2025-05-12 08:00:00Z,14.2,10.4,16.3,,4.0,22.5,49.0
2025-05-12 09:00:00Z,14.7,10.1,14.2,,3.3,19.3,64.4
2025-05-12 10:00:00Z,12.3,7.8,7.7,,1.6,10.1,82.8
2025-05-12 11:00:00Z,10.3,6.1,5.8,,1.1,7.4,86.9
2025-05-12 12:00:00Z,10.3,6.0,5.9,,1.3,8.1,85.0
2025-05-12 13:00:00Z,9.5,5.4,6.6,,1.2,8.5,92.5
2025-05-12 14:00:00Z,7.9,4.9,5.8,,0.9,7.2,95.0
2025-05-12 15:00:00Z,7.7,4.5,5.2,,0.7,6.3,98.0
2025-05-12 16:00:00Z,7.6,4.5,6.1,,1.0,7.6,97.0
2025-05-12 17:00:00Z,9.5,5.0,11.4,,1.6,13.8,85.8
2025-05-12 18:00:00Z,6.9,4.2,12.5,,1.1,14.3,77.8
2025-05-12 19:00:00Z,8.1,4.6,16.7,,1.0,18.3,66.4
2025-05-12 20:00:00Z,7.9,4.9,23.1,,0.8,24.4,49.4
2025-05-12 21:00:00Z,8.1,5.0,14.3,,0.5,15.0,55.9
2025-05-12 22:00:00Z,8.3,4.9,15.5,,0.7,16.5,51.5
2025-05-12 23:00:00Z,9.3,5.4,21.2,,1.0,22.8,28.7
2025-05-13 00:00:00Z,9.1,6.0,19.7,,1.0,21.2,18.8
2025-05-13 01:00:00Z,8.2,5.4,17.9,,1.1,19.6,11.6
2025-05-13 02:00:00Z,8.6,5.9,24.4,,1.3,26.3,7.3
2025-05-13 03:00:00Z,9.9,6.6,32.1,,6.5,42.1,3.0
2025-05-13 04:00:00Z,10.3,7.3,27.5,,5.3,35.5,1.1
2025-05-13 05:00:00Z,13.7,8.2,26.0,,20.3,57.2,1.2
2025-05-13 06:00:00Z,16.6,9.5,32.4,,50.9,110.4,2.6
2025-05-13 07:00:00Z,20.1,11.9,39.4,,54.3,122.6,4.9
2025-05-13 08:00:00Z,25.6,14.7,42.5,,39.9,103.7,13.5
2025-05-13 09:00:00Z,20.4,11.0,37.8,,13.9,59.1,48.5
2025-05-13 10:00:00Z,17.5,9.6,33.1,,8.7,46.6,63.1
2025-05-13 11:00:00Z,15.1,7.8,24.9,,5.0,32.6,78.3
2025-05-13 12:00:00Z,14.7,7.2,22.2,,3.7,27.9,83.7
2025-05-13 13:00:00Z,11.7,6.2,18.2,,3.3,23.2,89.8
2025-05-13 14:00:00Z,8.5,4.6,12.9,,2.1,16.2,100.2
2025-05-13 15:00:00Z,8.9,3.9,10.3,,1.1,12.1,103.2
2025-05-13 16:00:00Z,9.8,4.5,17.9,,1.1,19.6,87.9
2025-05-13 17:00:00Z,9.1,4.3,12.6,,1.1,14.3,91.2
2025-05-13 18:00:00Z,8.6,4.4,18.8,,1.7,21.5,86.9
2025-05-13 19:00:00Z,7.9,4.3,24.7,,1.1,26.3,79.3
2025-05-13 20:00:00Z,8.2,4.6,27.4,,0.4,27.9,72.8
2025-05-13 21:00:00Z,9.6,6.1,25.9,,0.5,26.8,73.6
2025-05-13 22:00:00Z,12.3,7.6,25.9,,0.6,26.9,62.4
2025-05-13 23:00:00Z,14.2,9.0,25.3,,0.5,26.2,53.7
2025-05-14 00:00:00Z,15.2,10.3,24.2,,0.8,25.4,43.7
2025-05-14 01:00:00Z,15.3,10.8,26.6,,1.1,28.3,26.6
2025-05-14 02:00:00Z,16.1,11.3,34.3,,2.1,37.6,13.7
2025-05-14 03:00:00Z,15.0,10.9,39.9,,3.4,45.1,3.4
2025-05-14 04:00:00Z,16.3,11.9,42.8,,4.8,50.2,2.8
2025-05-14 05:00:00Z,19.6,13.5,40.8,,7.0,51.5,5.5
2025-05-14 06:00:00Z,24.2,15.9,42.2,,15.8,66.5,10.9
2025-05-14 07:00:00Z,30.6,19.5,42.8,,19.4,72.6,20.5
2025-05-14 08:00:00Z,33.2,23.3,41.6,,16.2,66.4,38.2
2025-05-14 09:00:00Z,35.5,21.8,37.6,,11.6,55.4,55.4
2025-05-14 10:00:00Z,32.8,18.3,36.9,,9.7,51.8,71.5
2025-05-14 11:00:00Z,32.4,17.3,35.8,,8.6,49.1,83.4
2025-05-14 12:00:00Z,16.8,9.3,14.6,,2.2,18.0,113.8
2025-05-14 13:00:00Z,11.5,6.4,12.2,,1.6,14.6,120.3
2025-05-14 14:00:00Z,12.7,6.3,10.3,,1.1,12.0,132.0
2025-05-14 15:00:00Z,12.2,6.6,12.2,,1.3,14.2,131.0
2025-05-14 16:00:00Z,14.6,7.2,14.6,,1.6,17.1,137.8
2025-05-14 17:00:00Z,16.7,8.3,14.2,,0.9,15.7,142.4
2025-05-14 18:00:00Z,20.7,10.0,14.3,,0.9,15.7,149.1
2025-05-14 19:00:00Z,21.4,11.8,13.6,,0.5,14.3,151.7
2025-05-14 20:00:00Z,17.2,10.8,22.9,,0.4,23.5,135.0
2025-05-14 21:00:00Z,27.2,13.7,19.1,,0.5,19.9,120.1
2025-05-14 22:00:00Z,26.9,11.6,15.7,,0.3,16.2,102.1
2025-05-14 23:00:00Z,22.3,9.0,14.5,,0.5,15.4,91.6
2025-05-15 00:00:00Z,17.2,7.3,11.1,,0.4,11.7,83.4
2025-05-15 01:00:00Z,15.4,7.2,10.1,,0.4,10.8,74.2
2025-05-15 02:00:00Z,16.0,8.6,9.8,,0.4,10.4,71.4
2025-05-15 03:00:00Z,19.7,12.2,9.1,,0.5,9.8,73.5
2025-05-15 04:00:00Z,20.5,14.0,10.0,,0.7,11.1,68.9
2025-05-15 05:00:00Z,23.1,15.9,10.6,,1.0,12.2,68.6
2025-05-15 06:00:00Z,24.1,15.6,13.6,,2.0,16.7,69.9
2025-05-15 07:00:00Z,25.6,15.2,16.5,,4.3,23.1,75.5
2025-05-15 08:00:00Z,26.0,14.9,13.1,,3.3,18.1,82.9
2025-05-15 09:00:00Z,29.5,15.0,10.6,,3.0,15.0,89.0
2025-05-15 10:00:00Z,28.2,14.7,9.2,,2.6,13.2,91.5
2025-05-15 11:00:00Z,28.6,15.0,8.5,,2.0,11.7,89.3
2025-05-15 12:00:00Z,28.1,15.9,8.0,,1.9,10.9,88.9
2025-05-15 13:00:00Z,28.9,16.1,7.2,,1.8,9.9,90.7
2025-05-15 14:00:00Z,27.1,15.5,8.4,,2.1,11.6,91.7
2025-05-15 15:00:00Z,29.0,15.2,8.1,,2.0,11.2,89.8
2025-05-15 16:00:00Z,25.2,14.0,10.5,,2.4,14.3,86.5
2025-05-15 17:00:00Z,25.0,13.8,10.2,,1.6,12.8,87.2
2025-05-15 18:00:00Z,24.5,13.5,10.3,,1.3,12.3,87.7
2025-05-15 19:00:00Z,23.3,13.8,12.0,,1.1,13.8,83.8
2025-05-15 20:00:00Z,23.4,13.9,10.9,,0.8,12.2,83.7
2025-05-15 21:00:00Z,23.4,14.0,12.6,,1.0,14.2,76.5
2025-05-15 22:00:00Z,24.6,14.4,10.3,,0.5,11.1,76.5
2025-05-15 23:00:00Z,26.5,16.2,9.8,,0.5,10.6,75.8
2025-05-16 00:00:00Z,27.5,16.4,8.7,,0.4,9.3,77.3
2025-05-16 01:00:00Z,23.9,13.9,8.0,,0.4,8.7,76.1
2025-05-16 02:00:00Z,23.4,11.9,11.1,,0.6,12.0,70.4
2025-05-16 03:00:00Z,22.3,11.4,10.3,,0.8,11.5,68.4
2025-05-16 04:00:00Z,21.4,10.5,13.2,,0.6,14.2,61.3
2025-05-16 05:00:00Z,21.2,10.3,19.0,,1.3,21.0,51.2
2025-05-16 06:00:00Z,21.6,10.4,23.8,,4.2,30.3,46.2
2025-05-16 07:00:00Z,24.3,10.8,23.9,,7.0,34.6,46.6
2025-05-16 08:00:00Z,27.7,11.4,23.0,,8.3,35.9,49.3
2025-05-16 09:00:00Z,26.1,10.3,18.9,,7.0,29.7,55.3
2025-05-16 10:00:00Z,26.6,9.8,19.3,,6.5,29.2,64.9
2025-05-16 11:00:00Z,23.9,8.7,14.0,,4.0,20.2,79.4
2025-05-16 12:00:00Z,18.9,6.7,11.3,,2.8,15.6,95.9
2025-05-16 13:00:00Z,19.6,6.4,9.2,,1.9,12.1,104.2
2025-05-16 14:00:00Z,15.7,4.9,9.1,,2.5,12.9,106.7
2025-05-16 15:00:00Z,11.4,4.0,11.9,,2.6,15.9,105.3
2025-05-16 16:00:00Z,12.0,4.0,10.0,,2.0,13.0,108.1
2025-05-16 17:00:00Z,12.9,4.6,9.6,,1.7,12.2,105.9
2025-05-16 18:00:00Z,14.2,5.7,10.9,,2.0,14.1,103.3
2025-05-16 19:00:00Z,15.2,6.0,11.1,,1.0,12.7,99.4
2025-05-16 20:00:00Z,19.9,9.4,10.9,,0.8,12.2,97.2
2025-05-16 21:00:00Z,19.7,10.0,9.4,,0.5,10.2,91.5
2025-05-16 22:00:00Z,22.4,12.6,10.2,,0.8,11.6,86.3
2025-05-16 23:00:00Z,23.3,13.6,8.9,,0.3,9.4,87.8
2025-05-17 00:00:00Z,20.6,12.4,7.6,,0.5,8.5,86.3
2025-05-17 01:00:00Z,19.2,12.6,6.0,,0.5,6.8,86.5
2025-05-17 02:00:00Z,18.1,11.7,5.7,,0.3,6.2,87.8
2025-05-17 03:00:00Z,16.6,11.0,4.3,,0.5,5.1,92.8
2025-05-17 04:00:00Z,16.6,11.7,4.7,,0.5,5.6,92.7
2025-05-17 05:00:00Z,16.2,10.8,4.6,,0.6,5.6,93.0
2025-05-17 06:00:00Z,14.7,10.2,6.6,,0.6,7.5,89.1
2025-05-17 07:00:00Z,16.1,10.7,8.8,,0.9,10.2,84.2
2025-05-17 08:00:00Z,18.0,11.6,10.6,,1.4,12.9,80.0
2025-05-17 09:00:00Z,18.6,11.6,8.8,,1.5,11.1,80.3
2025-05-17 10:00:00Z,19.2,12.1,9.4,,1.5,11.8,78.1
2025-05-17 11:00:00Z,20.4,13.0,10.8,,2.3,14.3,77.6
2025-05-17 12:00:00Z,19.2,13.0,8.0,,2.0,11.1,84.1
2025-05-17 13:00:00Z,18.8,12.4,6.9,,1.5,9.3,90.6
2025-05-17 14:00:00Z,19.6,12.4,8.3,,1.6,10.7,93.0
2025-05-17 15:00:00Z,17.4,11.2,7.8,,1.6,10.3,100.0
2025-05-17 16:00:00Z,16.1,10.0,7.4,,1.0,8.9,101.1
2025-05-17 17:00:00Z,16.0,9.2,8.0,,0.7,9.0,100.7
2025-05-17 18:00:00Z,15.5,8.9,10.6,,0.7,11.6,97.2
2025-05-17 19:00:00Z,15.7,9.2,13.1,,0.8,14.3,96.7
2025-05-17 20:00:00Z,15.7,9.3,14.8,,0.7,15.9,94.9
2025-05-17 21:00:00Z,19.1,10.6,21.9,,0.5,22.7,83.4
2025-05-17 22:00:00Z,19.6,10.8,16.8,,0.8,18.0,84.6
2025-05-17 23:00:00Z,18.7,11.1,14.8,,0.7,15.9,79.9
2025-05-18 00:00:00Z,17.9,10.6,15.4,,0.5,16.1,76.7
2025-05-18 01:00:00Z,17.2,9.7,12.4,,0.5,13.2,75.4
2025-05-18 02:00:00Z,15.1,9.3,13.7,,0.3,14.3,68.7
2025-05-18 03:00:00Z,14.9,9.4,16.5,,0.4,17.2,64.5
2025-05-18 04:00:00Z,13.1,8.1,12.0,,0.2,12.4,67.8
2025-05-18 05:00:00Z,14.3,9.3,13.6,,0.7,14.6,63.4
2025-05-18 06:00:00Z,15.9,11.0,14.3,,1.3,16.3,58.5
2025-05-18 07:00:00Z,18.0,12.9,12.6,,2.4,16.4,55.0
2025-05-18 08:00:00Z,17.7,14.2,10.7,,2.0,13.6,68.0
2025-05-18 09:00:00Z,20.5,15.7,10.0,,1.8,12.8,72.9
2025-05-18 10:00:00Z,20.9,16.1,9.3,,2.3,12.8,75.3
2025-05-18 11:00:00Z,20.2,15.5,10.1,,2.8,14.5,76.0
2025-05-18 12:00:00Z,20.6,15.5,9.9,,2.6,13.8,84.1
2025-05-18 13:00:00Z,18.9,14.4,8.5,,1.8,11.2,93.4
2025-05-18 14:00:00Z,19.4,14.0,9.2,,1.8,12.0,100.9
2025-05-18 15:00:00Z,18.1,12.3,7.6,,1.2,9.5,103.5
2025-05-18 16:00:00Z,15.9,11.2,8.1,,1.3,9.9,104.4
2025-05-18 17:00:00Z,16.4,11.4,9.2,,1.3,11.3,102.9
2025-05-18 18:00:00Z,16.2,11.6,9.5,,0.8,10.6,100.5
2025-05-18 19:00:00Z,15.6,10.7,9.6,,0.5,10.4,95.6
2025-05-18 20:00:00Z,17.0,12.0,9.4,,0.3,9.9,90.7
2025-05-18 21:00:00Z,17.9,12.0,9.2,,0.3,9.8,83.9
2025-05-18 22:00:00Z,15.2,10.8,8.6,,0.2,8.9,81.8
2025-05-18 23:00:00Z,15.0,11.1,7.9,,0.3,8.3,78.6
2025-05-19 00:00:00Z,15.9,11.5,6.9,,0.4,7.5,75.1
2025-05-19 01:00:00Z,15.4,11.6,5.6,,0.5,6.4,74.2
2025-05-19 02:00:00Z,15.8,11.7,5.7,,0.3,6.2,72.7
2025-05-19 03:00:00Z,14.8,11.5,7.3,,0.6,8.1,69.1
2025-05-19 04:00:00Z,14.8,11.5,9.4,,0.3,10.0,63.7
2025-05-19 05:00:00Z,16.2,11.9,21.5,,1.6,24.0,51.4
2025-05-19 06:00:00Z,18.1,12.6,26.2,,3.3,31.3,48.2
2025-05-19 07:00:00Z,21.4,13.5,32.8,,10.2,48.3,44.1
2025-05-19 08:00:00Z,23.4,13.9,25.6,,8.7,38.9,51.5
2025-05-19 09:00:00Z,25.8,12.7,20.9,,6.5,30.8,64.1
2025-05-19 10:00:00Z,20.6,10.3,10.8,,2.7,14.9,83.4
2025-05-19 11:00:00Z,19.0,9.0,7.0,,1.4,9.2,93.8
2025-05-19 12:00:00Z,16.3,8.4,7.6,,1.5,9.9,101.0
2025-05-19 13:00:00Z,14.0,8.1,7.1,,1.4,9.3,105.1
2025-05-19 14:00:00Z,16.2,7.6,8.4,,1.5,10.8,108.5
2025-05-19 15:00:00Z,14.5,6.9,8.0,,1.5,10.3,109.2
2025-05-19 16:00:00Z,13.9,6.5,9.8,,1.8,12.7,108.0
2025-05-19 17:00:00Z,13.3,6.1,9.1,,1.3,11.1,108.0
2025-05-19 18:00:00Z,11.7,5.8,11.5,,1.5,13.7,106.6
2025-05-19 19:00:00Z,10.2,5.7,10.7,,0.8,12.0,104.7
2025-05-19 20:00:00Z,14.8,7.3,15.2,,0.6,16.1,96.1
2025-05-19 21:00:00Z,13.3,7.5,22.6,,0.6,23.4,85.5
2025-05-19 22:00:00Z,12.5,7.1,29.7,,0.4,30.3,76.7
2025-05-19 23:00:00Z,12.5,7.0,35.7,,0.6,36.7,69.8
2025-05-20 00:00:00Z,13.2,7.6,32.1,,0.3,32.5,70.4
2025-05-20 01:00:00Z,14.8,7.3,16.5,,0.5,17.1,83.5
2025-05-20 02:00:00Z,16.0,7.8,14.4,,0.4,15.1,83.2
2025-05-20 03:00:00Z,15.7,8.4,14.2,,0.5,15.0,81.3
2025-05-20 04:00:00Z,17.0,8.9,14.8,,0.6,15.6,74.6
2025-05-20 05:00:00Z,16.7,8.8,22.2,,1.5,24.5,63.5
2025-05-20 06:00:00Z,18.8,9.2,31.7,,4.7,39.0,54.4
2025-05-20 07:00:00Z,22.3,10.4,36.7,,8.1,49.2,52.6
2025-05-20 08:00:00Z,28.2,11.2,34.3,,9.2,48.4,58.3
2025-05-20 09:00:00Z,30.4,10.5,29.0,,7.6,40.6,66.1
2025-05-20 10:00:00Z,25.5,8.8,26.7,,6.9,37.2,77.3
2025-05-20 11:00:00Z,19.6,6.1,13.9,,2.6,17.8,105.1
2025-05-20 12:00:00Z,16.6,5.5,9.8,,1.9,12.7,115.8
2025-05-20 13:00:00Z,14.1,5.3,8.5,,1.1,10.2,122.6
2025-05-20 14:00:00Z,16.0,5.6,7.8,,1.1,9.5,126.4
2025-05-20 15:00:00Z,14.0,5.5,9.5,,1.2,11.3,125.0
2025-05-20 16:00:00Z,14.0,5.5,10.9,,1.4,13.1,123.6
2025-05-20 17:00:00Z,14.1,5.6,13.6,,1.0,15.2,118.8
2025-05-20 18:00:00Z,12.2,5.5,16.0,,1.3,18.1,119.1
2025-05-20 19:00:00Z,12.3,5.7,14.1,,0.6,15.0,120.7
2025-05-20 20:00:00Z,12.5,6.0,19.1,,0.7,20.2,113.9
2025-05-20 21:00:00Z,21.7,7.5,14.4,,0.4,15.1,109.5
2025-05-20 22:00:00Z,17.1,6.5,12.7,,0.4,13.3,99.8
2025-05-20 23:00:00Z,14.9,6.5,12.0,,0.5,12.7,94.4
2025-05-21 00:00:00Z,14.2,6.5,17.6,,0.6,18.5,84.8
2025-05-21 01:00:00Z,14.3,6.6,11.5,,0.4,12.1,87.3
2025-05-21 02:00:00Z,13.1,6.6,10.5,,0.4,11.2,82.6
2025-05-21 03:00:00Z,14.4,7.1,18.3,,0.4,19.0,67.2
2025-05-21 04:00:00Z,13.4,6.9,15.4,,0.5,16.2,69.6
2025-05-21 05:00:00Z,13.3,6.6,24.3,,1.8,27.1,58.8
2025-05-21 06:00:00Z,14.3,6.8,29.5,,2.2,32.9,49.9
2025-05-21 07:00:00Z,23.2,8.1,36.0,,4.0,42.1,42.7
2025-05-21 08:00:00Z,,,40.5,,11.2,57.7,40.7
2025-05-21 09:00:00Z,30.1,9.2,37.7,,9.7,52.6,53.3
2025-05-21 10:00:00Z,22.7,6.5,26.4,,4.5,33.2,69.5
2025-05-21 11:00:00Z,21.7,6.1,26.4,,2.8,30.7,70.9
2025-05-21 12:00:00Z,16.1,5.9,23.8,,2.4,27.5,73.6
2025-05-21 13:00:00Z,18.3,7.4,25.0,,3.0,29.6,72.2
2025-05-21 14:00:00Z,14.3,7.3,22.6,,3.5,27.9,73.6
2025-05-21 15:00:00Z,12.2,7.4,23.9,,2.0,27.1,73.8
2025-05-21 16:00:00Z,14.7,9.1,34.1,,4.1,40.4,58.2
2025-05-21 17:00:00Z,10.9,7.1,25.2,,2.4,28.7,72.3
2025-05-21 18:00:00Z,10.5,6.7,29.5,,2.1,32.7,64.1
2025-05-21 19:00:00Z,10.8,7.1,29.3,,1.1,31.0,59.0
2025-05-21 20:00:00Z,12.0,8.6,32.2,,1.0,33.8,52.1
2025-05-21 21:00:00Z,13.1,10.1,38.8,,1.6,41.3,43.0
2025-05-21 22:00:00Z,12.0,9.5,18.6,,0.8,19.7,63.5
2025-05-21 23:00:00Z,9.4,7.1,11.9,,0.5,12.7,67.4
2025-05-22 00:00:00Z,11.0,8.4,11.9,,0.5,12.7,55.8
2025-05-22 01:00:00Z,16.6,12.6,7.8,,0.4,8.5,65.0
2025-05-22 02:00:00Z,19.1,13.9,7.0,,0.4,7.5,62.6
2025-05-22 03:00:00Z,18.1,11.9,5.7,,0.4,6.3,67.7
2025-05-22 04:00:00Z,18.5,11.5,5.7,,0.6,6.5,69.6
2025-05-22 05:00:00Z,19.1,11.0,8.8,,1.4,11.1,67.4
2025-05-22 06:00:00Z,18.8,10.8,10.6,,1.4,12.7,66.5
2025-05-22 07:00:00Z,20.6,10.7,12.1,,2.4,15.8,67.0
2025-05-22 08:00:00Z,19.6,10.3,10.0,,2.8,14.4,71.4
2025-05-22 09:00:00Z,21.1,11.2,9.0,,2.6,13.0,70.0
2025-05-22 10:00:00Z,21.5,11.1,9.0,,2.8,13.4,74.7
2025-05-22 11:00:00Z,18.8,10.6,6.9,,2.3,10.4,79.9
2025-05-22 12:00:00Z,20.3,11.5,7.9,,2.3,11.4,84.2
2025-05-22 13:00:00Z,19.0,10.3,7.5,,2.4,11.1,87.4
2025-05-22 14:00:00Z,15.7,8.3,6.7,,1.7,9.3,89.7
2025-05-22 15:00:00Z,13.8,7.4,8.4,,1.9,11.3,91.3
2025-05-22 16:00:00Z,13.4,7.3,8.3,,1.2,10.1,92.4
2025-05-22 17:00:00Z,13.0,7.3,9.1,,1.7,11.7,96.3
2025-05-22 18:00:00Z,12.6,7.1,10.9,,1.3,13.0,95.3
2025-05-22 19:00:00Z,13.3,7.4,11.6,,0.7,12.6,92.8
2025-05-22 20:00:00Z,14.6,7.8,12.4,,0.5,13.1,89.0
2025-05-22 21:00:00Z,17.2,9.3,16.2,,0.9,17.7,78.6
2025-05-22 22:00:00Z,17.9,9.5,12.6,,0.6,13.5,74.3
2025-05-22 23:00:00Z,14.4,7.4,9.8,,0.4,10.6,71.3
2025-05-23 00:00:00Z,12.4,6.2,9.0,,0.4,9.7,69.1
2025-05-23 01:00:00Z,13.3,6.3,8.4,,0.5,9.2,67.9
2025-05-23 02:00:00Z,12.7,6.9,8.0,,0.3,8.5,70.7
2025-05-23 03:00:00Z,12.6,5.7,8.7,,0.4,9.3,68.7
2025-05-23 04:00:00Z,12.6,6.0,15.0,,0.7,16.2,57.8
2025-05-23 05:00:00Z,13.1,6.0,25.3,,1.2,27.3,45.0
2025-05-23 06:00:00Z,13.6,6.2,26.6,,3.6,32.1,47.1
2025-05-23 07:00:00Z,14.0,5.7,23.1,,5.4,31.4,53.9
2025-05-23 08:00:00Z,13.1,4.9,19.0,,5.6,27.6,62.7
2025-05-23 09:00:00Z,11.9,4.0,11.4,,3.4,16.8,71.9
2025-05-23 10:00:00Z,10.5,4.1,7.7,,2.1,11.1,77.2
2025-05-23 11:00:00Z,10.8,4.7,7.9,,2.1,11.2,80.7
2025-05-23 12:00:00Z,11.5,4.9,7.4,,2.5,11.3,84.7
2025-05-23 13:00:00Z,9.6,4.4,8.7,,2.7,12.9,89.5
2025-05-23 14:00:00Z,10.0,4.1,8.0,,2.0,11.1,91.4
2025-05-23 15:00:00Z,10.9,4.0,9.2,,2.7,13.5,93.2
2025-05-23 16:00:00Z,9.4,3.9,9.0,,2.1,12.1,94.8
2025-05-23 17:00:00Z,9.9,4.0,10.3,,1.6,12.8,94.0
2025-05-23 18:00:00Z,8.1,3.7,9.5,,1.4,11.8,94.4
2025-05-23 19:00:00Z,7.1,3.7,11.1,,1.0,12.6,91.2
2025-05-23 20:00:00Z,7.4,3.8,12.7,,0.5,13.4,84.4
2025-05-23 21:00:00Z,8.5,4.4,16.4,,0.3,16.7,72.6
2025-05-23 22:00:00Z,11.5,5.9,28.7,,0.5,29.5,55.2
2025-05-23 23:00:00Z,11.8,6.5,37.1,,0.4,37.7,44.7
2025-05-24 00:00:00Z,11.2,6.0,35.5,,0.5,36.2,42.6
2025-05-24 01:00:00Z,10.4,5.9,43.5,,0.8,44.8,35.5
2025-05-24 02:00:00Z,9.7,5.7,27.8,,0.4,28.4,53.4
2025-05-24 03:00:00Z,10.7,6.0,39.6,,0.7,40.8,30.4
2025-05-24 04:00:00Z,10.3,5.9,46.9,,0.9,48.3,23.6
2025-05-24 05:00:00Z,10.1,5.9,41.9,,2.7,46.0,19.0
2025-05-24 06:00:00Z,11.7,6.1,44.1,,7.9,56.1,16.1
2025-05-24 07:00:00Z,13.8,6.6,44.3,,8.7,57.7,26.0
2025-05-24 08:00:00Z,12.2,6.2,31.8,,3.8,37.5,50.0
2025-05-24 09:00:00Z,13.3,6.3,25.7,,4.1,32.0,57.2
2025-05-24 10:00:00Z,11.2,6.2,16.2,,2.9,20.6,69.9
2025-05-24 11:00:00Z,11.3,6.1,9.1,,1.5,11.3,85.3
2025-05-24 12:00:00Z,10.7,6.8,10.5,,1.5,12.9,85.8
2025-05-24 13:00:00Z,13.0,7.5,9.3,,2.0,12.4,82.1
2025-05-24 14:00:00Z,11.9,6.1,6.5,,1.0,8.0,93.6
2025-05-24 15:00:00Z,10.5,5.6,6.3,,0.9,7.8,90.5
2025-05-24 16:00:00Z,10.4,5.5,6.7,,1.3,8.7,87.8
2025-05-24 17:00:00Z,10.8,5.3,6.8,,0.8,8.1,90.6
2025-05-24 18:00:00Z,9.3,4.9,7.7,,0.8,9.1,85.0
2025-05-24 19:00:00Z,9.2,5.2,10.5,,0.7,11.7,84.9
2025-05-24 20:00:00Z,11.6,6.3,21.5,,0.7,22.6,65.5
2025-05-24 21:00:00Z,12.3,6.5,14.6,,0.8,15.9,71.2
2025-05-24 22:00:00Z,10.9,6.8,19.2,,0.6,20.1,58.4
2025-05-24 23:00:00Z,10.4,6.6,17.1,,0.5,17.7,59.5
2025-05-25 00:00:00Z,10.5,6.7,13.8,,0.5,14.4,60.0
2025-05-25 01:00:00Z,7.9,5.1,7.4,,0.5,8.1,57.1
2025-05-25 02:00:00Z,5.5,3.3,5.5,,0.4,6.1,55.1
2025-05-25 03:00:00Z,4.3,2.4,5.6,,0.5,6.4,54.7
2025-05-25 04:00:00Z,3.9,2.2,6.5,,0.4,7.1,53.2
2025-05-25 05:00:00Z,4.6,2.8,6.4,,0.4,7.1,50.8
2025-05-25 06:00:00Z,5.5,3.2,6.0,,0.4,6.7,51.9
2025-05-25 07:00:00Z,6.1,3.6,6.3,,0.7,7.3,49.6
2025-05-25 08:00:00Z,5.5,3.3,5.9,,1.0,7.6,49.2
2025-05-25 09:00:00Z,6.7,3.4,5.3,,1.5,7.6,48.7
2025-05-25 10:00:00Z,5.8,3.3,5.2,,1.8,8.2,47.0
2025-05-25 11:00:00Z,4.8,2.9,5.8,,2.0,8.8,47.5
2025-05-25 12:00:00Z,5.6,3.1,3.9,,1.5,6.3,49.5
2025-05-25 13:00:00Z,4.4,2.8,4.9,,1.6,7.3,45.4
2025-05-25 14:00:00Z,4.0,2.3,4.2,,1.7,6.7,55.2
2025-05-25 15:00:00Z,6.8,3.3,4.4,,1.1,6.2,73.3
2025-05-25 16:00:00Z,8.8,3.3,3.9,,1.0,5.5,76.2
2025-05-25 17:00:00Z,6.7,3.0,5.0,,1.1,6.7,74.2
2025-05-25 18:00:00Z,7.5,3.5,5.8,,1.4,7.9,74.0
2025-05-25 19:00:00Z,8.6,4.3,6.4,,1.0,7.9,77.4
2025-05-25 20:00:00Z,10.5,5.3,7.0,,0.7,8.1,82.1
2025-05-25 21:00:00Z,12.2,5.6,7.4,,0.5,8.3,82.7
2025-05-25 22:00:00Z,10.8,5.4,9.3,,0.8,10.5,78.3
2025-05-25 23:00:00Z,11.9,5.7,5.9,,0.4,6.6,79.2
2025-05-26 00:00:00Z,12.1,6.0,4.2,,0.2,4.6,77.6
2025-05-26 01:00:00Z,11.5,6.1,4.4,,0.3,4.9,75.7
2025-05-26 02:00:00Z,11.7,6.2,4.7,,0.6,5.6,75.0
2025-05-26 03:00:00Z,14.7,7.0,4.2,,0.3,4.6,74.4
2025-05-26 04:00:00Z,15.2,7.4,6.4,,0.4,7.1,70.9
2025-05-26 05:00:00Z,15.6,7.6,11.8,,0.8,13.1,62.7
2025-05-26 06:00:00Z,16.6,8.0,19.3,,2.9,23.7,56.9
