,ELYS:PM10,ELYS:PM25,ELYS:NO2,ELYS:NO,ELYS:NOX
,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées
,ELYS,ELYS,ELYS,ELYS,ELYS
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-05-28 09:00:00Z,,5.3,22.5,21.2,54.9
2025-05-28 10:00:00Z,,5.6,17.2,14.6,39.5
2025-05-28 11:00:00Z,,8.2,18.1,14.4,40.2
2025-05-28 12:00:00Z,,7.0,11.1,9.2,25.3
2025-05-28 13:00:00Z,,9.0,13.8,11.6,31.6
2025-05-28 14:00:00Z,,7.5,12.0,11.7,29.9
2025-05-28 15:00:00Z,,4.9,10.9,9.6,25.6
2025-05-28 16:00:00Z,,5.1,12.3,8.4,25.2
2025-05-28 17:00:00Z,,12.0,14.9,8.3,27.6
2025-05-28 18:00:00Z,,12.1,14.9,7.5,26.5
2025-05-28 19:00:00Z,,10.7,17.3,6.8,27.7
2025-05-28 20:00:00Z,,11.5,16.5,5.7,25.2
2025-05-28 21:00:00Z,,9.6,21.1,8.8,34.7
2025-05-28 22:00:00Z,,8.9,23.4,8.9,37.1
2025-05-28 23:00:00Z,,9.2,19.9,3.7,25.7
2025-05-29 00:00:00Z,,9.9,18.3,4.8,25.6
2025-05-29 01:00:00Z,,9.2,18.2,7.9,30.3
2025-05-29 02:00:00Z,,8.2,17.1,8.3,29.8
2025-05-29 03:00:00Z,,13.7,14.2,7.1,25.0
2025-05-29 04:00:00Z,,10.6,13.5,2.8,17.9
2025-05-29 05:00:00Z,,9.5,15.8,2.6,19.8
2025-05-29 06:00:00Z,,9.7,18.7,4.8,26.2
2025-05-29 07:00:00Z,,8.6,12.6,3.2,17.5
2025-05-29 08:00:00Z,,14.8,9.8,3.9,15.8
2025-05-29 09:00:00Z,,8.2,8.1,3.7,13.6
2025-05-29 10:00:00Z,,6.1,9.5,8.1,22.0
2025-05-29 11:00:00Z,,9.1,7.7,5.2,15.8
2025-05-29 12:00:00Z,,8.9,6.9,3.2,11.8
2025-05-29 13:00:00Z,,8.5,12.2,8.0,24.4
2025-05-29 14:00:00Z,,6.2,13.2,7.3,24.4
2025-05-29 15:00:00Z,,7.6,15.1,10.0,30.4
2025-05-29 16:00:00Z,,11.4,23.3,14.0,44.7
2025-05-29 17:00:00Z,,8.2,16.2,7.9,28.3
2025-05-29 18:00:00Z,,9.7,24.7,7.6,36.2
2025-05-29 19:00:00Z,,8.5,31.2,6.2,40.8
2025-05-29 20:00:00Z,,12.3,27.8,8.0,40.0
2025-05-29 21:00:00Z,,9.2,18.7,11.3,36.0
2025-05-29 22:00:00Z,,8.5,15.1,6.9,25.6
2025-05-29 23:00:00Z,,7.8,23.3,13.5,44.1
2025-05-30 00:00:00Z,,7.3,21.6,6.5,31.5
2025-05-30 01:00:00Z,,9.6,39.8,24.5,77.4
2025-05-30 02:00:00Z,,14.2,35.0,17.6,62.0
2025-05-30 03:00:00Z,,9.7,33.4,22.2,67.4
2025-05-30 04:00:00Z,,8.2,32.1,36.4,88.0
2025-05-30 05:00:00Z,,13.7,31.7,49.0,106.8
2025-05-30 06:00:00Z,,12.2,37.7,42.0,102.0
2025-05-30 07:00:00Z,,9.4,36.5,28.6,80.3
2025-05-30 08:00:00Z,,12.4,31.5,19.0,60.5
2025-05-30 09:00:00Z,,14.8,23.7,13.8,44.9
2025-05-30 10:00:00Z,,12.7,17.9,13.8,39.2
2025-05-30 11:00:00Z,,15.0,13.8,8.6,27.0
2025-05-30 12:00:00Z,,8.6,13.3,7.9,25.3
2025-05-30 13:00:00Z,,8.1,11.5,6.0,20.5
2025-05-30 14:00:00Z,,17.9,15.5,8.9,29.2
2025-05-30 15:00:00Z,,9.9,14.1,6.8,24.5
2025-05-30 16:00:00Z,,10.3,15.4,8.4,28.3
2025-05-30 17:00:00Z,,12.4,17.1,7.5,28.6
2025-05-30 18:00:00Z,,10.3,19.6,7.2,30.6
2025-05-30 19:00:00Z,,10.8,34.9,8.6,47.9
2025-05-30 20:00:00Z,,22.5,50.8,7.4,62.2
2025-05-30 21:00:00Z,,32.9,84.6,60.0,176.5
2025-05-30 22:00:00Z,,28.1,53.8,54.2,136.9
2025-05-30 23:00:00Z,,13.1,16.7,2.4,20.4
2025-05-31 00:00:00Z,,11.2,13.3,2.8,17.7
2025-05-31 01:00:00Z,,9.8,12.0,0.6,12.9
2025-05-31 02:00:00Z,,5.1,8.5,1.0,10.0
2025-05-31 03:00:00Z,,5.3,9.8,0.8,11.0
2025-05-31 04:00:00Z,,8.9,16.9,2.7,21.1
2025-05-31 05:00:00Z,,9.1,17.4,1.2,19.2
2025-05-31 06:00:00Z,,11.6,23.0,3.8,28.8
2025-05-31 07:00:00Z,,8.5,24.4,3.1,29.2
2025-05-31 08:00:00Z,,14.2,30.7,8.4,43.6
2025-05-31 09:00:00Z,,19.3,33.9,14.0,55.3
2025-05-31 10:00:00Z,,16.5,34.1,15.0,57.1
2025-05-31 11:00:00Z,,17.3,34.8,15.5,58.6
2025-05-31 12:00:00Z,,18.1,37.5,14.3,59.3
2025-05-31 13:00:00Z,,21.2,43.2,18.9,72.2
2025-05-31 14:00:00Z,,20.3,33.3,7.6,45.0
2025-05-31 15:00:00Z,,11.8,17.5,5.3,25.5
2025-05-31 16:00:00Z,,14.7,14.2,5.1,22.0
2025-05-31 17:00:00Z,,18.6,15.8,1.9,18.8
2025-05-31 18:00:00Z,,15.9,16.1,0.8,17.4
2025-05-31 19:00:00Z,,19.7,23.8,1.2,25.7
2025-05-31 20:00:00Z,,18.8,11.3,0.5,12.1
2025-05-31 21:00:00Z,,28.9,15.4,12.5,34.6
2025-05-31 22:00:00Z,,97.5,31.5,60.7,124.7
2025-05-31 23:00:00Z,,170.6,34.1,51.2,112.7
2025-06-01 00:00:00Z,,81.0,33.3,53.4,115.2
2025-06-01 01:00:00Z,,31.0,31.1,50.8,108.9
2025-06-01 02:00:00Z,,7.8,39.8,73.7,152.8
2025-06-01 03:00:00Z,,6.5,12.4,5.5,20.8
2025-06-01 04:00:00Z,,6.5,10.9,5.8,19.9
2025-06-01 05:00:00Z,,10.1,11.3,3.5,16.8
2025-06-01 06:00:00Z,,7.2,9.3,2.2,12.6
2025-06-01 07:00:00Z,,8.4,10.4,3.8,16.3
2025-06-01 08:00:00Z,,8.4,7.7,3.5,12.9
2025-06-01 09:00:00Z,,6.6,7.5,4.1,13.8
2025-06-01 10:00:00Z,,4.8,5.5,3.0,10.1
2025-06-01 11:00:00Z,,3.4,4.3,2.0,7.4
2025-06-01 12:00:00Z,,7.8,4.4,2.1,7.5
2025-06-01 13:00:00Z,,9.0,5.5,1.6,8.0
2025-06-01 14:00:00Z,,6.0,5.7,1.6,8.2
2025-06-01 15:00:00Z,,5.3,5.9,1.3,8.0
2025-06-01 16:00:00Z,,22.0,6.4,1.0,8.1
2025-06-01 17:00:00Z,,7.7,6.1,1.1,7.9
2025-06-01 18:00:00Z,,6.0,5.6,0.7,6.8
2025-06-01 19:00:00Z,,14.9,9.0,0.7,10.0
2025-06-01 20:00:00Z,,17.1,10.5,0.8,11.7
2025-06-01 21:00:00Z,,10.6,9.1,0.8,10.3
2025-06-01 22:00:00Z,,13.7,9.3,1.2,11.1
2025-06-01 23:00:00Z,,20.8,11.0,2.5,14.8
2025-06-02 00:00:00Z,,12.3,8.4,2.2,11.8
2025-06-02 01:00:00Z,,9.9,9.6,2.4,13.2
2025-06-02 02:00:00Z,,15.3,7.7,1.6,10.2
2025-06-02 03:00:00Z,,12.7,7.8,1.4,10.0
2025-06-02 04:00:00Z,,13.4,9.8,2.0,12.9
2025-06-02 05:00:00Z,,11.4,16.5,5.3,24.6
2025-06-02 06:00:00Z,,11.6,24.8,10.5,41.0
2025-06-02 07:00:00Z,,8.4,23.6,12.0,42.2
2025-06-02 08:00:00Z,,11.3,21.4,12.4,40.2
2025-06-02 09:00:00Z,,9.0,20.0,12.7,39.5
2025-06-02 10:00:00Z,,8.5,14.0,8.4,27.0
2025-06-02 11:00:00Z,,8.7,11.3,8.7,24.7
2025-06-02 12:00:00Z,,11.7,12.6,8.1,25.0
2025-06-02 13:00:00Z,,12.9,12.1,8.0,24.3
2025-06-02 14:00:00Z,,12.1,14.4,9.5,28.9
2025-06-02 15:00:00Z,,10.1,14.7,10.3,30.4
2025-06-02 16:00:00Z,,7.2,11.8,6.8,22.2
2025-06-02 17:00:00Z,,8.5,11.5,6.3,21.2
2025-06-02 18:00:00Z,,11.0,15.2,7.4,26.5
2025-06-02 19:00:00Z,,6.8,21.1,4.2,27.5
2025-06-02 20:00:00Z,,10.2,30.8,11.2,48.0
2025-06-02 21:00:00Z,,11.6,33.4,7.1,44.3
2025-06-02 22:00:00Z,,8.3,26.5,3.1,31.2
2025-06-02 23:00:00Z,,7.0,17.4,0.7,18.5
2025-06-03 00:00:00Z,,13.7,21.4,3.7,27.1
2025-06-03 01:00:00Z,,16.8,38.2,4.1,44.6
2025-06-03 02:00:00Z,,12.9,41.0,2.3,44.6
2025-06-03 03:00:00Z,,10.6,27.4,0.7,28.4
2025-06-03 04:00:00Z,,9.9,33.7,1.1,35.3
2025-06-03 05:00:00Z,,14.1,38.9,4.5,45.7
2025-06-03 06:00:00Z,,10.4,39.4,10.0,54.7
2025-06-03 07:00:00Z,,11.8,35.9,16.3,61.0
2025-06-03 08:00:00Z,,12.0,25.8,13.7,46.8
2025-06-03 09:00:00Z,,14.9,19.5,9.9,34.7
2025-06-03 10:00:00Z,,8.8,17.3,9.8,32.9
2025-06-03 11:00:00Z,,12.7,13.2,7.0,24.2
2025-06-03 12:00:00Z,,13.1,14.2,6.6,24.3
2025-06-03 13:00:00Z,,13.1,14.8,9.5,29.2
2025-06-03 14:00:00Z,,11.5,17.7,10.3,33.4
2025-06-03 15:00:00Z,,14.9,17.7,9.5,32.2
2025-06-03 16:00:00Z,,6.3,16.3,7.8,28.3
2025-06-03 17:00:00Z,,10.3,18.6,7.5,30.2
2025-06-03 18:00:00Z,,10.2,20.0,6.9,30.5
2025-06-03 19:00:00Z,,6.7,23.6,7.6,35.2
2025-06-03 20:00:00Z,,8.0,25.8,7.1,36.7
2025-06-03 21:00:00Z,,6.6,25.6,8.4,38.5
2025-06-03 22:00:00Z,,8.1,22.1,4.0,28.4
2025-06-03 23:00:00Z,,6.3,13.3,2.4,16.9
2025-06-04 00:00:00Z,,8.5,10.7,6.4,20.5
2025-06-04 01:00:00Z,,6.0,6.5,2.2,9.9
2025-06-04 02:00:00Z,,13.8,5.2,2.2,8.6
2025-06-04 03:00:00Z,,8.9,4.6,1.2,6.4
2025-06-04 04:00:00Z,,7.4,7.0,2.1,10.2
2025-06-04 05:00:00Z,,5.6,11.6,3.9,17.6
2025-06-04 06:00:00Z,,7.6,18.4,5.9,27.4
2025-06-04 07:00:00Z,,12.1,24.8,9.6,39.5
2025-06-04 08:00:00Z,,9.3,26.3,13.0,46.3
2025-06-04 09:00:00Z,,10.6,27.6,18.4,55.9
2025-06-04 10:00:00Z,,8.6,24.5,23.9,61.1
2025-06-04 11:00:00Z,,3.5,23.1,15.5,46.9
2025-06-04 12:00:00Z,,6.0,18.3,10.5,34.4
2025-06-04 13:00:00Z,,4.8,20.6,15.0,43.7
2025-06-04 14:00:00Z,,4.9,16.4,8.1,28.8
2025-06-04 15:00:00Z,,5.8,20.8,11.1,37.9
2025-06-04 16:00:00Z,,5.7,17.1,8.8,30.5
2025-06-04 17:00:00Z,,6.4,21.9,7.5,33.2
2025-06-04 18:00:00Z,,7.6,24.9,9.9,40.1
2025-06-04 19:00:00Z,,6.5,25.6,7.1,36.6
2025-06-04 20:00:00Z,,7.9,22.9,4.5,29.9
2025-06-04 21:00:00Z,,8.3,32.4,10.0,47.8
2025-06-04 22:00:00Z,,14.3,22.6,4.7,29.8
2025-06-04 23:00:00Z,,7.7,13.5,3.1,18.3
2025-06-05 00:00:00Z,,2.9,9.8,3.1,14.5
2025-06-05 01:00:00Z,,5.0,6.5,1.9,9.3
2025-06-05 02:00:00Z,,4.2,5.3,1.0,6.9
2025-06-05 03:00:00Z,,5.8,5.5,1.4,7.8
2025-06-05 04:00:00Z,,4.4,5.2,1.1,6.9
2025-06-05 05:00:00Z,,5.0,8.1,1.6,10.7
2025-06-05 06:00:00Z,,4.4,13.4,4.6,20.4
2025-06-05 07:00:00Z,,15.5,19.7,9.4,34.1
2025-06-05 08:00:00Z,,7.3,13.9,4.6,21.1
2025-06-05 09:00:00Z,,6.3,15.9,3.6,21.4
2025-06-05 10:00:00Z,,7.2,24.0,16.6,49.4
2025-06-05 11:00:00Z,,6.7,16.3,8.0,28.5
2025-06-05 12:00:00Z,,9.2,14.4,7.0,25.1
2025-06-05 13:00:00Z,,12.1,10.6,3.1,15.4
2025-06-05 14:00:00Z,,12.5,17.5,7.7,29.3
2025-06-05 15:00:00Z,,11.4,10.9,6.6,21.1
2025-06-05 16:00:00Z,,9.1,11.1,3.9,17.2
2025-06-05 17:00:00Z,,9.9,12.1,2.6,16.0
2025-06-05 18:00:00Z,,5.7,14.0,4.7,21.3
2025-06-05 19:00:00Z,,6.3,15.7,6.5,25.8
2025-06-05 20:00:00Z,,5.5,13.5,3.5,18.9
2025-06-05 21:00:00Z,,5.0,12.4,4.1,18.6
2025-06-05 22:00:00Z,,4.4,11.0,2.4,14.6
2025-06-05 23:00:00Z,,2.0,8.9,3.6,14.3
2025-06-06 00:00:00Z,,4.3,8.4,2.2,11.9
2025-06-06 01:00:00Z,,5.0,5.5,1.3,7.5
2025-06-06 02:00:00Z,,2.8,5.5,2.7,9.7
2025-06-06 03:00:00Z,,2.4,5.0,1.7,7.6
2025-06-06 04:00:00Z,,4.3,9.2,1.8,11.9
2025-06-06 05:00:00Z,,4.9,15.5,3.7,21.2
2025-06-06 06:00:00Z,,4.7,23.1,6.3,32.6
2025-06-06 07:00:00Z,,3.3,34.9,14.0,56.3
2025-06-06 08:00:00Z,,,25.3,11.0,42.1
2025-06-06 09:00:00Z,,,,,
2025-06-06 10:00:00Z,,,,,
2025-06-06 11:00:00Z,,10.1,17.3,7.9,29.5
2025-06-06 12:00:00Z,,6.4,12.7,7.3,23.9
2025-06-06 13:00:00Z,,4.5,17.7,10.7,34.0
2025-06-06 14:00:00Z,,4.2,15.9,10.4,31.8
2025-06-06 15:00:00Z,,6.1,16.2,7.9,28.2
2025-06-06 16:00:00Z,,4.4,19.8,8.9,33.4
2025-06-06 17:00:00Z,,7.6,14.4,6.0,23.6
2025-06-06 18:00:00Z,,9.3,14.3,6.4,24.0
2025-06-06 19:00:00Z,,8.9,15.1,5.8,24.0
2025-06-06 20:00:00Z,,8.9,12.4,5.0,20.1
2025-06-06 21:00:00Z,,4.4,18.3,8.3,30.9
2025-06-06 22:00:00Z,,4.5,28.6,6.8,39.2
2025-06-06 23:00:00Z,,2.8,24.9,7.2,35.9
2025-06-07 00:00:00Z,,3.5,24.4,8.3,37.1
2025-06-07 01:00:00Z,,4.2,13.4,8.1,25.8
2025-06-07 02:00:00Z,,2.5,10.1,6.1,19.4
2025-06-07 03:00:00Z,,6.5,9.1,7.6,20.7
2025-06-07 04:00:00Z,,7.8,11.0,3.0,15.6
2025-06-07 05:00:00Z,,5.8,9.5,4.0,15.6
2025-06-07 06:00:00Z,,5.1,8.9,2.7,13.0
2025-06-07 07:00:00Z,,4.8,10.6,5.4,18.8
2025-06-07 08:00:00Z,,6.0,10.4,5.9,19.4
2025-06-07 09:00:00Z,,7.1,10.4,5.7,19.1
2025-06-07 10:00:00Z,,4.4,15.6,8.0,28.0
2025-06-07 11:00:00Z,,6.7,15.4,9.3,29.7
2025-06-07 12:00:00Z,,4.4,10.3,7.9,22.3
2025-06-07 13:00:00Z,,5.3,14.0,13.3,34.4
2025-06-07 14:00:00Z,,5.3,10.8,5.8,19.7
2025-06-07 15:00:00Z,,1.3,13.0,7.0,23.7
2025-06-07 16:00:00Z,,2.0,18.2,10.5,34.3
2025-06-07 17:00:00Z,,3.3,19.3,13.9,40.7
2025-06-07 18:00:00Z,,5.5,20.4,9.4,34.9
2025-06-07 19:00:00Z,,5.3,17.9,4.9,25.4
2025-06-07 20:00:00Z,,5.2,20.2,6.2,29.7
2025-06-07 21:00:00Z,,14.1,23.8,8.4,36.8
2025-06-07 22:00:00Z,,7.3,19.2,5.7,28.0
2025-06-07 23:00:00Z,,0.5,11.0,4.1,17.2
2025-06-08 00:00:00Z,,6.2,9.6,5.6,18.2
2025-06-08 01:00:00Z,,7.3,13.6,4.2,20.0
2025-06-08 02:00:00Z,,4.1,5.9,3.2,10.8
2025-06-08 03:00:00Z,,4.6,4.9,2.1,8.2
2025-06-08 04:00:00Z,,4.1,4.8,3.4,9.9
2025-06-08 05:00:00Z,,2.0,4.1,2.0,7.2
2025-06-08 06:00:00Z,,3.9,3.1,1.2,4.9
2025-06-08 07:00:00Z,,4.6,2.4,0.6,3.3
2025-06-08 08:00:00Z,,4.6,2.6,0.5,3.3
2025-06-08 09:00:00Z,,5.1,3.2,1.2,5.0
2025-06-08 10:00:00Z,,5.2,3.0,1.4,5.1
2025-06-08 11:00:00Z,,5.0,3.0,1.0,4.6
2025-06-08 12:00:00Z,,6.0,4.4,3.6,9.9
2025-06-08 13:00:00Z,,3.8,6.6,5.6,15.2
2025-06-08 14:00:00Z,,4.8,9.7,6.4,19.6
2025-06-08 15:00:00Z,,2.7,8.9,5.1,16.6
2025-06-08 16:00:00Z,,3.1,12.2,8.8,25.6
2025-06-08 17:00:00Z,,4.6,12.2,8.5,25.3
2025-06-08 18:00:00Z,,9.0,14.5,7.5,26.1
2025-06-08 19:00:00Z,,11.2,16.4,6.5,26.3
2025-06-08 20:00:00Z,,9.9,15.2,3.9,21.2
2025-06-08 21:00:00Z,,9.5,21.4,8.1,33.8
2025-06-08 22:00:00Z,,9.2,17.6,2.3,21.1
2025-06-08 23:00:00Z,,8.1,23.8,7.4,35.2
2025-06-09 00:00:00Z,,6.3,23.9,9.6,38.5
2025-06-09 01:00:00Z,,5.4,22.9,15.8,47.0
2025-06-09 02:00:00Z,,4.9,15.8,4.0,22.0
2025-06-09 03:00:00Z,,6.3,9.0,1.3,11.0
2025-06-09 04:00:00Z,,10.0,10.2,3.3,15.2
2025-06-09 05:00:00Z,,9.1,11.1,3.2,16.1
2025-06-09 06:00:00Z,,6.3,9.0,1.8,11.7
2025-06-09 07:00:00Z,,5.6,14.1,6.9,24.8
2025-06-09 08:00:00Z,,7.1,12.3,5.6,20.8
2025-06-09 09:00:00Z,,10.7,12.5,6.0,21.7
2025-06-09 10:00:00Z,,9.2,10.5,5.8,19.5
2025-06-09 11:00:00Z,,9.1,8.3,4.7,15.3
2025-06-09 12:00:00Z,,12.8,8.7,5.5,17.1
2025-06-09 13:00:00Z,,10.8,9.9,5.5,18.2
2025-06-09 14:00:00Z,,13.8,13.9,10.7,30.4
2025-06-09 15:00:00Z,,15.0,12.1,7.1,23.0
2025-06-09 16:00:00Z,,16.2,16.2,9.3,30.5
2025-06-09 17:00:00Z,,17.6,11.4,4.4,18.3
2025-06-09 18:00:00Z,,13.1,14.0,5.1,22.0
2025-06-09 19:00:00Z,,14.3,18.7,3.5,24.1
2025-06-09 20:00:00Z,,13.5,16.8,2.2,20.2
2025-06-09 21:00:00Z,,18.4,16.3,2.5,20.1
2025-06-09 22:00:00Z,,16.8,18.0,0.5,18.7
2025-06-09 23:00:00Z,,16.6,26.3,1.2,28.1
2025-06-10 00:00:00Z,,17.2,38.3,3.8,44.1
2025-06-10 01:00:00Z,,23.0,52.7,7.5,64.1
2025-06-10 02:00:00Z,,21.0,52.3,8.8,65.8
2025-06-10 03:00:00Z,,22.4,47.9,10.1,63.3
2025-06-10 04:00:00Z,,19.0,39.8,8.0,52.0
2025-06-10 05:00:00Z,,20.2,34.3,13.4,54.9
2025-06-10 06:00:00Z,,21.8,42.1,21.1,74.4
2025-06-10 07:00:00Z,,22.1,43.9,24.4,81.3
2025-06-10 08:00:00Z,,21.0,36.4,14.2,58.1
2025-06-10 09:00:00Z,,21.5,29.7,14.5,52.0
2025-06-10 10:00:00Z,,16.9,28.7,15.7,52.8
2025-06-10 11:00:00Z,,21.5,18.3,7.8,30.3
2025-06-10 12:00:00Z,,23.9,16.2,6.2,25.7
2025-06-10 13:00:00Z,,18.9,15.9,7.4,27.2
2025-06-10 14:00:00Z,,19.3,15.7,6.5,25.8
2025-06-10 15:00:00Z,,11.6,19.8,11.8,37.9
2025-06-10 16:00:00Z,,9.4,15.1,8.3,27.7
2025-06-10 17:00:00Z,,10.8,14.6,7.8,26.5
2025-06-10 18:00:00Z,,11.3,15.0,6.8,25.3
2025-06-10 19:00:00Z,,13.1,13.9,4.0,20.1
2025-06-10 20:00:00Z,,11.6,13.0,3.4,18.3
2025-06-10 21:00:00Z,,7.3,13.2,4.9,20.8
2025-06-10 22:00:00Z,,12.2,12.9,3.0,17.6
2025-06-10 23:00:00Z,,8.9,11.7,3.7,17.3
2025-06-11 00:00:00Z,,7.0,10.2,2.3,13.6
2025-06-11 01:00:00Z,,5.4,11.3,2.6,15.2
2025-06-11 02:00:00Z,,3.4,9.6,1.3,11.5
2025-06-11 03:00:00Z,,5.4,11.8,0.5,12.6
2025-06-11 04:00:00Z,,5.9,13.1,3.0,17.7
2025-06-11 05:00:00Z,,5.3,14.9,1.8,17.7
2025-06-11 06:00:00Z,,3.0,20.6,5.8,29.4
2025-06-11 07:00:00Z,,4.8,18.0,9.5,32.6
2025-06-11 08:00:00Z,,5.6,18.5,14.7,41.0
2025-06-11 09:00:00Z,,6.0,15.2,8.7,28.6
2025-06-11 10:00:00Z,,5.2,15.9,10.7,32.3
2025-06-11 11:00:00Z,,9.1,13.8,6.7,24.1
2025-06-11 12:00:00Z,,8.6,15.3,8.0,27.5
2025-06-11 13:00:00Z,,6.7,11.5,4.6,18.7
2025-06-11 14:00:00Z,,4.9,10.6,5.6,19.3
2025-06-11 15:00:00Z,,5.3,12.3,5.6,20.8
2025-06-11 16:00:00Z,,6.7,11.6,4.8,19.0
2025-06-11 17:00:00Z,,8.1,12.3,4.1,18.5
2025-06-11 18:00:00Z,,11.6,11.2,3.8,17.0
2025-06-11 19:00:00Z,,8.3,10.2,2.0,13.3
2025-06-11 20:00:00Z,,5.7,12.2,1.4,14.4
2025-06-11 21:00:00Z,,8.5,13.1,0.5,13.9
2025-06-11 22:00:00Z,,7.3,13.0,1.7,15.6
2025-06-11 23:00:00Z,,7.8,11.3,0.5,12.0
2025-06-12 00:00:00Z,,9.9,8.2,0.6,8.9
2025-06-12 01:00:00Z,,11.5,7.4,0.2,7.8
2025-06-12 02:00:00Z,,10.7,7.7,0.3,8.3
2025-06-12 03:00:00Z,,9.9,7.9,0.4,8.5
2025-06-12 04:00:00Z,,9.8,8.1,0.3,8.6
2025-06-12 05:00:00Z,,12.1,15.3,1.1,17.0
2025-06-12 06:00:00Z,,9.8,28.6,5.4,36.8
2025-06-12 07:00:00Z,,15.1,34.4,9.2,48.4
2025-06-12 08:00:00Z,,15.4,37.0,15.8,61.4
2025-06-12 09:00:00Z,,11.5,32.3,15.0,55.4
2025-06-12 10:00:00Z,,13.4,25.3,8.5,38.4
2025-06-12 11:00:00Z,,19.8,28.7,6.2,38.3
2025-06-12 12:00:00Z,,19.1,28.2,7.7,39.9
2025-06-12 13:00:00Z,,9.9,22.0,8.0,34.1
2025-06-12 14:00:00Z,,9.2,26.2,13.1,46.3
2025-06-12 15:00:00Z,,14.7,20.3,8.2,32.8
2025-06-12 16:00:00Z,,8.0,21.4,7.5,32.9
2025-06-12 17:00:00Z,,12.2,20.0,5.8,28.8
2025-06-12 18:00:00Z,,12.3,37.8,12.5,56.9
2025-06-12 19:00:00Z,,10.2,47.4,8.2,60.1
2025-06-12 20:00:00Z,,11.0,41.6,11.4,59.0
2025-06-12 21:00:00Z,,18.3,36.1,12.1,54.6
2025-06-12 22:00:00Z,,11.5,34.0,9.3,48.3
2025-06-12 23:00:00Z,,17.4,40.0,12.2,58.8
2025-06-13 00:00:00Z,,16.6,39.1,6.2,48.7
2025-06-13 01:00:00Z,,19.4,68.3,14.3,90.2
2025-06-13 02:00:00Z,,13.1,50.0,4.4,56.7
2025-06-13 03:00:00Z,,17.2,37.6,4.8,44.9
2025-06-13 04:00:00Z,,21.3,29.8,3.0,34.4
2025-06-13 05:00:00Z,,17.2,31.5,5.6,40.1
2025-06-13 06:00:00Z,,18.7,42.6,14.3,64.5
2025-06-13 07:00:00Z,,16.5,44.5,20.0,75.1
2025-06-13 08:00:00Z,,11.5,39.4,13.9,60.7
2025-06-13 09:00:00Z,,14.8,33.5,10.6,49.7
2025-06-13 10:00:00Z,,15.8,18.0,4.8,25.3
2025-06-13 11:00:00Z,,13.8,19.0,7.5,30.5
2025-06-13 12:00:00Z,,17.0,16.5,4.5,23.4
2025-06-13 13:00:00Z,,20.0,15.0,3.5,20.4
2025-06-13 14:00:00Z,,16.7,15.1,2.5,18.9
2025-06-13 15:00:00Z,,15.8,16.3,4.7,23.4
2025-06-13 16:00:00Z,,19.3,14.9,2.4,18.6
2025-06-13 17:00:00Z,,21.8,17.8,2.6,21.8
2025-06-13 18:00:00Z,,22.7,19.6,3.3,24.7
2025-06-13 19:00:00Z,,28.0,20.2,4.2,26.6
2025-06-13 20:00:00Z,,19.9,20.6,1.9,23.5
2025-06-13 21:00:00Z,,35.5,24.1,4.1,30.3
2025-06-13 22:00:00Z,,15.7,18.7,3.4,23.9
2025-06-13 23:00:00Z,,9.7,17.5,3.3,22.5
2025-06-14 00:00:00Z,,12.0,13.3,1.7,15.9
2025-06-14 01:00:00Z,,17.6,26.6,6.1,35.9
2025-06-14 02:00:00Z,,14.4,34.3,4.8,41.7
2025-06-14 03:00:00Z,,13.1,,,
2025-06-14 04:00:00Z,,14.7,,,
2025-06-14 05:00:00Z,,12.5,,,
2025-06-14 06:00:00Z,,16.9,,,
2025-06-14 07:00:00Z,,13.0,,,
2025-06-14 08:00:00Z,,16.3,,,
2025-06-14 09:00:00Z,,15.6,,,
2025-06-14 10:00:00Z,,19.0,,,
2025-06-14 11:00:00Z,,14.4,,,
2025-06-14 12:00:00Z,,16.7,,,
2025-06-14 13:00:00Z,,18.3,,,
2025-06-14 14:00:00Z,,21.3,,,
2025-06-14 15:00:00Z,,22.2,,,
2025-06-14 16:00:00Z,,20.5,,,
2025-06-14 17:00:00Z,,13.4,,,
2025-06-14 18:00:00Z,,13.0,,,
2025-06-14 19:00:00Z,,9.9,,,
2025-06-14 20:00:00Z,,5.2,,,
2025-06-14 21:00:00Z,,5.2,,,
2025-06-14 22:00:00Z,,5.5,,,
2025-06-14 23:00:00Z,,0.3,,,
2025-06-15 00:00:00Z,,0.6,,,
2025-06-15 01:00:00Z,,2.0,,,
2025-06-15 02:00:00Z,,1.4,,,
2025-06-15 03:00:00Z,,3.9,,,
2025-06-15 04:00:00Z,,1.2,,,
2025-06-15 05:00:00Z,,-0.3,,,
2025-06-15 06:00:00Z,,1.8,,,
2025-06-15 07:00:00Z,,1.7,,,
2025-06-15 08:00:00Z,,2.0,,,
2025-06-15 09:00:00Z,,2.7,,,
2025-06-15 10:00:00Z,,2.4,,,
2025-06-15 11:00:00Z,,3.4,,,
2025-06-15 12:00:00Z,,5.9,,,
2025-06-15 13:00:00Z,,16.0,,,
2025-06-15 14:00:00Z,,11.5,,,
2025-06-15 15:00:00Z,,11.7,,,
2025-06-15 16:00:00Z,,9.7,,,
2025-06-15 17:00:00Z,,10.9,,,
2025-06-15 18:00:00Z,,13.2,,,
