,RN6:PM10,RN6:PM25,RN6:NO2,RN6:NO,RN6:NOX
,Route Nationale 6 - MELUN,Route Nationale 6 - MELUN,Route Nationale 6 - MELUN,Route Nationale 6 - MELUN,Route Nationale 6 - MELUN
,RN6,RN6,RN6,RN6,RN6
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-07-30 20:00:00Z,13.5,7.6,29.6,15.2,53.0
2025-07-30 21:00:00Z,9.6,5.3,26.2,10.6,42.5
2025-07-30 22:00:00Z,8.0,4.8,31.2,13.5,51.7
2025-07-30 23:00:00Z,15.4,5.6,26.4,9.6,41.1
2025-07-31 00:00:00Z,10.7,4.2,20.1,7.3,31.4
2025-07-31 01:00:00Z,13.1,3.3,16.8,5.8,25.7
2025-07-31 02:00:00Z,10.3,4.6,14.7,5.2,22.7
2025-07-31 03:00:00Z,14.3,5.1,14.5,10.1,30.0
2025-07-31 04:00:00Z,12.0,6.9,22.3,18.7,51.1
2025-07-31 05:00:00Z,20.7,10.3,23.9,23.4,59.9
2025-07-31 06:00:00Z,23.0,9.9,26.4,38.2,84.6
2025-07-31 07:00:00Z,20.8,7.7,29.5,40.7,92.0
2025-07-31 08:00:00Z,13.9,10.4,23.0,34.2,75.5
2025-07-31 09:00:00Z,10.7,7.9,16.6,19.8,46.7
2025-07-31 10:00:00Z,15.9,9.5,20.6,24.6,58.4
2025-07-31 11:00:00Z,13.8,8.9,17.2,15.8,41.4
2025-07-31 12:00:00Z,,,23.1,20.6,54.7
2025-07-31 13:00:00Z,,,23.1,20.2,54.1
2025-07-31 14:00:00Z,12.3,11.1,20.7,18.6,49.2
2025-07-31 15:00:00Z,9.1,8.8,20.2,18.0,48.0
2025-07-31 16:00:00Z,13.4,7.5,24.3,19.0,53.4
2025-07-31 17:00:00Z,10.2,9.8,23.1,18.0,50.8
2025-07-31 18:00:00Z,18.1,7.0,20.3,14.7,42.8
2025-07-31 19:00:00Z,20.8,7.9,25.0,23.6,60.7
2025-07-31 20:00:00Z,19.0,8.4,26.3,21.5,59.2
2025-07-31 21:00:00Z,18.1,10.0,21.2,16.0,45.6
2025-07-31 22:00:00Z,7.3,7.6,19.3,25.9,59.1
2025-07-31 23:00:00Z,5.2,4.4,11.4,8.0,23.8
2025-08-01 00:00:00Z,10.1,3.9,12.9,10.2,28.6
2025-08-01 01:00:00Z,9.3,4.1,10.3,5.5,18.8
2025-08-01 02:00:00Z,12.5,6.3,8.6,5.8,17.6
2025-08-01 03:00:00Z,11.4,5.0,10.2,9.9,25.3
2025-08-01 04:00:00Z,9.4,2.5,15.2,16.3,40.1
2025-08-01 05:00:00Z,16.0,1.8,19.8,28.4,63.5
2025-08-01 06:00:00Z,11.6,1.9,21.1,30.9,68.5
2025-08-01 07:00:00Z,10.2,6.1,15.3,21.2,47.6
2025-08-01 08:00:00Z,11.6,5.6,13.5,21.7,47.0
2025-08-01 09:00:00Z,9.3,2.0,10.5,15.2,33.8
2025-08-01 10:00:00Z,10.5,3.2,12.2,21.6,45.4
2025-08-01 11:00:00Z,7.0,6.5,8.6,7.1,19.5
2025-08-01 12:00:00Z,16.3,6.1,18.2,18.9,47.2
2025-08-01 13:00:00Z,11.1,7.3,16.0,11.4,33.4
2025-08-01 14:00:00Z,16.9,7.9,15.7,14.3,37.7
2025-08-01 15:00:00Z,11.0,10.4,42.7,31.0,90.2
2025-08-01 16:00:00Z,,,43.8,37.0,100.5
2025-08-01 17:00:00Z,11.8,8.7,45.9,37.0,102.6
2025-08-01 18:00:00Z,10.1,6.8,11.6,9.8,26.6
2025-08-01 19:00:00Z,17.3,6.4,18.8,15.7,42.9
2025-08-01 20:00:00Z,14.5,7.1,21.6,16.3,46.6
2025-08-01 21:00:00Z,17.7,9.7,21.2,14.2,43.0
2025-08-01 22:00:00Z,18.1,7.8,21.0,13.6,41.9
2025-08-01 23:00:00Z,12.9,7.5,17.9,10.1,33.4
2025-08-02 00:00:00Z,16.6,5.9,14.3,4.6,21.3
2025-08-02 01:00:00Z,10.8,7.1,11.7,3.0,16.3
2025-08-02 02:00:00Z,14.1,7.0,10.9,2.6,15.0
2025-08-02 03:00:00Z,12.5,7.7,11.7,7.7,23.5
2025-08-02 04:00:00Z,12.1,4.2,12.8,8.5,25.9
2025-08-02 05:00:00Z,23.7,7.0,16.8,11.5,34.6
2025-08-02 06:00:00Z,19.3,7.2,19.8,15.2,42.9
2025-08-02 07:00:00Z,17.5,7.3,13.5,11.2,30.8
2025-08-02 08:00:00Z,17.7,7.7,15.6,14.0,37.2
2025-08-02 09:00:00Z,14.1,6.6,13.5,13.8,34.8
2025-08-02 10:00:00Z,14.0,10.1,12.9,13.4,33.3
2025-08-02 11:00:00Z,10.1,8.9,12.4,10.3,28.2
2025-08-02 12:00:00Z,13.2,6.7,13.2,11.4,30.6
2025-08-02 13:00:00Z,9.3,8.0,12.1,9.5,26.7
2025-08-02 14:00:00Z,12.0,8.8,16.0,11.1,33.0
2025-08-02 15:00:00Z,15.2,8.3,16.9,13.5,37.6
2025-08-02 16:00:00Z,13.0,7.5,19.5,19.0,48.7
2025-08-02 17:00:00Z,13.7,6.0,19.6,16.6,45.2
2025-08-02 18:00:00Z,13.4,5.2,28.8,24.7,66.4
2025-08-02 19:00:00Z,11.8,6.4,23.5,14.2,45.2
2025-08-02 20:00:00Z,18.8,5.0,21.2,13.8,42.4
2025-08-02 21:00:00Z,12.5,2.5,18.5,9.4,33.0
2025-08-02 22:00:00Z,14.0,6.0,33.5,28.9,77.7
2025-08-02 23:00:00Z,16.4,7.3,31.6,30.0,77.6
2025-08-03 00:00:00Z,13.2,5.3,20.4,19.4,50.2
2025-08-03 01:00:00Z,8.7,5.4,18.6,14.1,40.2
2025-08-03 02:00:00Z,10.0,7.1,10.6,3.9,16.6
2025-08-03 03:00:00Z,8.3,6.2,10.9,5.7,19.6
2025-08-03 04:00:00Z,10.3,5.3,10.6,7.1,21.4
2025-08-03 05:00:00Z,11.3,6.8,13.6,10.3,29.4
2025-08-03 06:00:00Z,10.9,5.2,14.0,13.5,34.7
2025-08-03 07:00:00Z,15.3,7.8,13.3,14.0,34.8
2025-08-03 08:00:00Z,21.8,6.1,20.7,16.7,46.3
2025-08-03 09:00:00Z,17.7,7.4,25.9,25.1,64.4
2025-08-03 10:00:00Z,15.8,7.2,23.2,21.1,55.6
2025-08-03 11:00:00Z,16.2,11.2,19.9,17.3,46.5
2025-08-03 12:00:00Z,20.3,8.8,21.8,21.9,55.4
2025-08-03 13:00:00Z,14.7,9.1,21.5,19.8,51.7
2025-08-03 14:00:00Z,11.2,5.6,23.3,20.2,54.2
2025-08-03 15:00:00Z,8.7,2.8,24.2,20.1,55.1
2025-08-03 16:00:00Z,14.0,6.9,29.6,27.0,70.9
2025-08-03 17:00:00Z,10.4,6.8,29.4,22.6,64.0
2025-08-03 18:00:00Z,9.8,5.4,34.7,27.0,76.2
2025-08-03 19:00:00Z,11.5,6.5,32.7,23.5,68.6
2025-08-03 20:00:00Z,22.3,10.0,26.6,19.3,56.2
2025-08-03 21:00:00Z,12.6,6.8,19.0,8.5,32.1
2025-08-03 22:00:00Z,20.6,10.8,26.9,14.3,48.7
2025-08-03 23:00:00Z,18.3,8.6,22.3,8.7,35.6
2025-08-04 00:00:00Z,15.5,7.3,16.6,5.9,25.6
2025-08-04 01:00:00Z,4.8,5.0,13.6,6.0,22.8
2025-08-04 02:00:00Z,7.2,6.0,13.7,12.5,32.8
2025-08-04 03:00:00Z,6.9,7.3,10.5,7.0,21.2
2025-08-04 04:00:00Z,8.7,4.8,11.2,10.4,27.1
2025-08-04 05:00:00Z,15.6,4.0,22.1,30.5,68.9
2025-08-04 06:00:00Z,11.6,3.2,24.2,43.7,91.2
2025-08-04 07:00:00Z,9.7,5.9,16.9,32.9,67.3
2025-08-04 08:00:00Z,17.1,9.1,15.1,27.0,56.4
2025-08-04 09:00:00Z,23.7,11.7,17.5,24.2,54.7
2025-08-04 10:00:00Z,,7.0,15.6,22.9,50.6
2025-08-04 11:00:00Z,8.9,4.4,14.8,22.4,49.1
2025-08-04 12:00:00Z,7.3,4.6,14.2,22.3,48.4
2025-08-04 13:00:00Z,10.4,5.3,16.7,21.6,49.8
2025-08-04 14:00:00Z,11.0,5.8,22.3,32.0,71.4
2025-08-04 15:00:00Z,9.4,4.0,19.7,23.7,56.1
2025-08-04 16:00:00Z,19.1,4.8,29.1,35.6,83.8
2025-08-04 17:00:00Z,19.6,9.3,24.8,27.8,67.4
2025-08-04 18:00:00Z,14.7,6.0,25.5,29.1,70.1
2025-08-04 19:00:00Z,15.3,8.7,27.3,21.9,61.0
2025-08-04 20:00:00Z,28.3,12.5,54.5,53.7,136.8
2025-08-04 21:00:00Z,38.3,11.9,46.9,43.1,113.0
2025-08-04 22:00:00Z,19.2,7.4,32.6,24.6,70.2
2025-08-04 23:00:00Z,21.8,7.2,25.8,14.9,49.0
2025-08-05 00:00:00Z,18.2,5.8,14.4,6.6,24.3
2025-08-05 01:00:00Z,21.6,5.1,12.5,4.7,19.5
2025-08-05 02:00:00Z,9.3,5.8,7.0,4.1,13.4
2025-08-05 03:00:00Z,10.2,7.2,11.8,9.9,26.9
2025-08-05 04:00:00Z,8.9,4.4,11.5,12.7,30.9
2025-08-05 05:00:00Z,5.5,2.7,7.8,6.6,17.8
2025-08-05 06:00:00Z,6.7,1.1,13.5,14.2,35.7
2025-08-05 07:00:00Z,16.6,0.7,23.2,21.9,56.0
2025-08-05 08:00:00Z,13.3,6.4,16.3,22.2,50.2
2025-08-05 09:00:00Z,19.6,5.7,12.5,10.4,28.6
2025-08-05 10:00:00Z,16.2,5.0,12.9,12.1,31.4
2025-08-05 11:00:00Z,15.2,5.6,10.3,10.4,26.3
2025-08-05 12:00:00Z,23.3,6.5,19.3,32.7,69.4
2025-08-05 13:00:00Z,17.4,7.2,20.7,29.4,65.7
2025-08-05 14:00:00Z,16.5,8.0,15.3,16.2,40.1
2025-08-05 15:00:00Z,16.8,8.4,17.8,15.0,40.7
2025-08-05 16:00:00Z,22.3,11.3,17.6,17.0,43.7
2025-08-05 17:00:00Z,15.6,8.8,18.0,14.1,39.7
2025-08-05 18:00:00Z,15.2,9.2,17.0,17.5,43.9
2025-08-05 19:00:00Z,13.5,7.5,13.2,11.2,30.5
2025-08-05 20:00:00Z,12.9,3.9,16.0,11.7,33.9
2025-08-05 21:00:00Z,27.8,14.1,43.9,21.5,76.9
2025-08-05 22:00:00Z,18.8,7.9,34.0,18.2,61.9
2025-08-05 23:00:00Z,19.4,5.0,21.9,9.4,36.4
2025-08-06 00:00:00Z,17.5,9.3,28.7,15.3,52.2
2025-08-06 01:00:00Z,26.1,9.0,31.1,19.9,61.7
2025-08-06 02:00:00Z,33.1,9.9,27.1,23.8,63.7
2025-08-06 03:00:00Z,14.8,6.7,17.4,11.8,35.4
2025-08-06 04:00:00Z,19.2,3.3,23.0,22.2,57.0
2025-08-06 05:00:00Z,20.5,7.4,23.9,21.0,56.1
2025-08-06 06:00:00Z,48.7,10.6,31.8,72.7,143.2
2025-08-06 07:00:00Z,51.9,12.7,33.0,75.9,149.5
2025-08-06 08:00:00Z,50.9,9.2,29.9,46.7,101.6
2025-08-06 09:00:00Z,26.2,8.9,20.6,19.0,49.7
2025-08-06 10:00:00Z,24.3,9.8,27.2,31.9,76.1
2025-08-06 11:00:00Z,24.9,10.1,20.2,25.0,58.6
2025-08-06 12:00:00Z,23.3,12.7,25.2,25.6,64.4
2025-08-06 13:00:00Z,30.9,7.5,24.4,29.3,69.4
2025-08-06 14:00:00Z,21.8,6.1,23.1,20.7,54.9
2025-08-06 15:00:00Z,17.7,5.4,20.4,14.4,42.6
2025-08-06 16:00:00Z,20.3,7.2,26.4,20.9,58.5
2025-08-06 17:00:00Z,19.5,10.8,29.4,23.1,64.8
2025-08-06 18:00:00Z,21.3,9.6,36.1,30.4,82.8
2025-08-06 19:00:00Z,18.8,9.5,45.4,35.6,100.0
2025-08-06 20:00:00Z,37.7,16.1,60.5,54.7,144.4
2025-08-06 21:00:00Z,56.1,15.9,52.8,48.5,127.2
2025-08-06 22:00:00Z,22.2,5.1,44.9,27.2,86.7
2025-08-06 23:00:00Z,23.8,11.1,30.6,17.7,57.7
2025-08-07 00:00:00Z,16.8,9.2,19.4,8.7,32.8
2025-08-07 01:00:00Z,38.5,8.0,17.7,9.6,32.4
2025-08-07 02:00:00Z,15.2,5.4,15.2,9.5,29.9
2025-08-07 03:00:00Z,18.4,5.0,13.8,9.7,28.8
2025-08-07 04:00:00Z,23.1,4.4,19.7,22.7,54.5
2025-08-07 05:00:00Z,20.9,6.4,26.1,31.9,75.0
2025-08-07 06:00:00Z,30.7,12.2,30.5,78.3,150.5
2025-08-07 07:00:00Z,35.9,11.6,32.3,79.2,153.7
2025-08-07 08:00:00Z,28.7,11.2,28.7,44.9,97.5
2025-08-07 09:00:00Z,27.2,11.5,36.3,48.8,111.2
2025-08-07 10:00:00Z,25.9,7.6,29.8,29.6,75.2
2025-08-07 11:00:00Z,22.4,7.8,33.6,27.1,75.2
2025-08-07 12:00:00Z,17.5,9.4,30.5,28.4,74.0
2025-08-07 13:00:00Z,20.4,9.4,32.5,28.5,76.1
2025-08-07 14:00:00Z,20.7,7.6,41.0,39.4,101.4
2025-08-07 15:00:00Z,22.2,8.8,49.4,38.4,108.2
2025-08-07 16:00:00Z,17.5,7.2,51.8,47.8,125.1
2025-08-07 17:00:00Z,20.9,8.4,60.2,50.2,137.1
2025-08-07 18:00:00Z,24.0,5.3,62.2,48.9,137.3
2025-08-07 19:00:00Z,29.1,14.1,88.5,57.8,177.1
2025-08-07 20:00:00Z,29.4,9.7,80.3,53.9,163.0
2025-08-07 21:00:00Z,32.7,11.3,60.6,47.3,133.2
2025-08-07 22:00:00Z,35.8,10.7,56.7,37.5,114.2
2025-08-07 23:00:00Z,18.7,9.0,27.8,8.9,41.5
2025-08-08 00:00:00Z,15.7,7.5,18.8,7.3,29.9
2025-08-08 01:00:00Z,25.9,7.0,26.8,9.5,41.4
2025-08-08 02:00:00Z,23.4,5.1,21.8,6.9,32.4
2025-08-08 03:00:00Z,12.6,6.0,16.5,11.2,33.6
2025-08-08 04:00:00Z,23.1,7.6,30.3,25.6,69.5
2025-08-08 05:00:00Z,25.3,10.8,31.5,28.5,75.2
2025-08-08 06:00:00Z,43.0,13.4,34.0,40.8,96.6
2025-08-08 07:00:00Z,34.8,13.6,35.9,44.9,104.6
2025-08-08 08:00:00Z,38.2,10.3,40.9,38.8,100.5
2025-08-08 09:00:00Z,30.3,11.4,37.3,31.4,85.4
2025-08-08 10:00:00Z,29.1,9.9,39.8,31.5,88.2
2025-08-08 11:00:00Z,31.4,10.6,46.8,32.6,96.7
2025-08-08 12:00:00Z,27.8,14.6,49.0,32.2,98.4
2025-08-08 13:00:00Z,26.3,10.0,48.9,29.9,94.7
2025-08-08 14:00:00Z,31.9,13.2,41.8,20.4,73.2
2025-08-08 15:00:00Z,16.7,9.1,30.9,20.2,62.0
2025-08-08 16:00:00Z,17.6,5.5,39.7,34.3,92.1
2025-08-08 17:00:00Z,23.6,11.0,31.2,17.9,58.7
2025-08-08 18:00:00Z,26.5,11.7,29.7,12.9,49.4
2025-08-08 19:00:00Z,22.6,10.3,44.8,19.4,74.7
2025-08-08 20:00:00Z,26.3,8.7,47.1,25.7,86.5
2025-08-08 21:00:00Z,24.9,7.9,42.9,33.0,93.4
2025-08-08 22:00:00Z,17.9,6.8,23.6,14.9,46.3
2025-08-08 23:00:00Z,28.5,7.3,17.4,9.1,31.2
2025-08-09 00:00:00Z,28.3,7.3,13.9,6.2,23.7
2025-08-09 01:00:00Z,22.3,8.7,11.4,3.6,17.0
2025-08-09 02:00:00Z,22.4,7.3,14.5,6.2,24.1
2025-08-09 03:00:00Z,16.5,5.9,12.7,6.1,22.1
2025-08-09 04:00:00Z,22.3,7.9,13.4,5.0,21.1
2025-08-09 05:00:00Z,24.5,7.7,20.0,17.1,45.8
2025-08-09 06:00:00Z,22.3,9.1,24.3,16.4,49.4
2025-08-09 07:00:00Z,20.1,8.4,30.7,24.3,67.9
2025-08-09 08:00:00Z,29.6,11.9,28.9,25.6,68.0
2025-08-09 09:00:00Z,22.3,8.9,30.1,29.1,74.7
2025-08-09 10:00:00Z,18.2,10.1,24.5,19.0,53.7
2025-08-09 11:00:00Z,29.0,13.7,27.7,21.5,60.5
2025-08-09 12:00:00Z,25.5,9.6,29.6,20.7,61.2
2025-08-09 13:00:00Z,23.5,12.5,37.1,26.6,77.9
2025-08-09 14:00:00Z,23.0,11.6,72.7,52.1,152.6
2025-08-09 15:00:00Z,16.4,9.3,42.4,25.4,81.4
2025-08-09 16:00:00Z,19.3,8.1,36.8,21.0,68.9
2025-08-09 17:00:00Z,18.4,13.9,21.5,12.1,40.2
2025-08-09 18:00:00Z,41.0,32.9,34.1,22.0,67.9
2025-08-09 19:00:00Z,36.3,22.1,42.6,21.3,75.4
2025-08-09 20:00:00Z,30.3,20.2,45.7,26.3,86.0
2025-08-09 21:00:00Z,17.3,17.5,28.4,14.8,51.4
2025-08-09 22:00:00Z,22.1,12.7,21.2,11.4,38.6
2025-08-09 23:00:00Z,19.9,9.5,20.7,9.8,35.7
2025-08-10 00:00:00Z,19.7,5.5,14.9,4.9,22.4
2025-08-10 01:00:00Z,9.9,8.5,11.0,4.0,17.3
2025-08-10 02:00:00Z,9.9,7.4,8.8,3.8,14.6
2025-08-10 03:00:00Z,10.5,4.6,8.4,2.4,12.2
2025-08-10 04:00:00Z,12.6,4.0,12.0,4.9,19.7
2025-08-10 05:00:00Z,11.6,9.3,17.8,7.6,29.4
2025-08-10 06:00:00Z,13.7,6.9,13.4,6.8,23.8
2025-08-10 07:00:00Z,18.2,3.3,14.4,9.7,29.2
2025-08-10 08:00:00Z,13.9,4.8,12.1,9.1,25.6
2025-08-10 09:00:00Z,11.6,6.3,13.9,11.3,31.3
2025-08-10 10:00:00Z,11.1,5.7,16.1,13.0,36.0
2025-08-10 11:00:00Z,17.6,10.2,23.6,18.6,52.2
2025-08-10 12:00:00Z,13.9,11.0,17.1,11.1,34.0
2025-08-10 13:00:00Z,18.0,8.7,17.8,12.9,37.7
2025-08-10 14:00:00Z,14.2,6.4,20.0,11.7,38.0
2025-08-10 15:00:00Z,17.6,6.0,16.6,8.4,29.5
2025-08-10 16:00:00Z,12.0,9.4,23.1,15.4,46.6
2025-08-10 17:00:00Z,12.2,6.1,27.2,13.9,48.4
2025-08-10 18:00:00Z,8.9,5.4,22.8,8.9,36.4
2025-08-10 19:00:00Z,13.1,7.3,30.7,13.5,51.4
2025-08-10 20:00:00Z,18.3,6.7,27.8,9.0,41.6
2025-08-10 21:00:00Z,16.9,8.1,37.7,14.9,60.5
2025-08-10 22:00:00Z,18.3,6.5,30.0,9.8,45.1
2025-08-10 23:00:00Z,26.0,7.7,23.8,8.3,36.6
2025-08-11 00:00:00Z,13.8,4.6,18.8,5.1,26.6
2025-08-11 01:00:00Z,10.2,6.1,10.5,2.4,14.2
2025-08-11 02:00:00Z,12.9,6.8,12.8,3.5,18.3
2025-08-11 03:00:00Z,16.4,6.5,17.2,7.4,28.5
2025-08-11 04:00:00Z,20.3,8.5,28.5,24.5,66.2
2025-08-11 05:00:00Z,18.1,11.4,27.9,19.0,57.0
2025-08-11 06:00:00Z,19.4,10.8,37.8,39.5,98.5
2025-08-11 07:00:00Z,21.4,14.0,28.9,20.7,60.7
2025-08-11 08:00:00Z,28.5,19.7,29.5,24.6,67.2
2025-08-11 09:00:00Z,31.5,17.5,25.7,21.4,58.6
2025-08-11 10:00:00Z,24.3,14.6,29.4,17.3,56.1
2025-08-11 11:00:00Z,26.0,11.3,25.8,16.4,51.0
2025-08-11 12:00:00Z,22.3,14.5,28.7,18.5,57.1
2025-08-11 13:00:00Z,23.1,11.2,30.7,18.4,58.8
2025-08-11 14:00:00Z,24.0,8.6,34.0,18.8,62.8
2025-08-11 15:00:00Z,29.6,7.9,29.6,15.0,52.5
2025-08-11 16:00:00Z,25.3,9.6,43.6,24.9,81.9
2025-08-11 17:00:00Z,29.1,14.0,39.7,27.6,82.1
2025-08-11 18:00:00Z,33.5,14.9,55.3,27.0,96.7
2025-08-11 19:00:00Z,33.1,14.6,48.8,16.0,73.3
2025-08-11 20:00:00Z,34.9,15.0,54.5,22.8,89.6
2025-08-11 21:00:00Z,33.3,17.2,51.8,22.3,85.5
2025-08-11 22:00:00Z,33.8,12.5,40.9,15.0,63.9
2025-08-11 23:00:00Z,52.4,12.7,44.4,19.0,73.5
2025-08-12 00:00:00Z,32.2,13.6,24.1,9.5,38.7
2025-08-12 01:00:00Z,41.4,14.8,16.5,4.3,23.1
2025-08-12 02:00:00Z,26.1,14.8,14.6,5.3,22.6
2025-08-12 03:00:00Z,23.4,12.7,14.2,5.6,22.6
2025-08-12 04:00:00Z,26.9,16.4,28.1,21.2,60.7
2025-08-12 05:00:00Z,41.9,14.0,39.2,45.7,109.2
2025-08-12 06:00:00Z,36.5,13.9,50.1,61.1,143.9
2025-08-12 07:00:00Z,35.3,16.0,39.1,42.6,104.4
2025-08-12 08:00:00Z,33.3,13.5,34.2,28.7,78.3
2025-08-12 09:00:00Z,33.5,13.7,43.1,35.7,97.8
2025-08-12 10:00:00Z,32.9,18.4,36.3,32.0,85.5
2025-08-12 11:00:00Z,39.7,13.2,39.3,27.6,81.7
2025-08-12 12:00:00Z,35.1,10.3,27.9,20.9,59.9
2025-08-12 13:00:00Z,33.8,13.1,36.5,26.1,76.6
2025-08-12 14:00:00Z,42.8,10.5,35.1,27.3,76.9
2025-08-12 15:00:00Z,33.9,11.5,52.9,44.7,121.3
2025-08-12 16:00:00Z,32.9,13.0,47.8,41.2,110.8
2025-08-12 17:00:00Z,27.3,11.5,46.3,47.4,119.0
2025-08-12 18:00:00Z,34.3,11.1,48.5,36.1,103.8
2025-08-12 19:00:00Z,44.2,19.4,74.3,59.9,166.1
2025-08-12 20:00:00Z,35.7,14.1,46.3,27.5,88.5
2025-08-12 21:00:00Z,44.7,17.6,45.6,32.3,95.0
2025-08-12 22:00:00Z,47.9,14.3,48.0,38.8,107.5
2025-08-12 23:00:00Z,30.9,13.6,39.6,15.8,63.9
2025-08-13 00:00:00Z,30.6,9.2,24.6,9.4,39.0
2025-08-13 01:00:00Z,35.8,12.8,17.8,5.1,25.7
2025-08-13 02:00:00Z,44.1,16.3,23.4,11.8,41.4
2025-08-13 03:00:00Z,19.1,7.9,15.3,7.9,27.3
2025-08-13 04:00:00Z,36.8,9.6,23.4,25.0,61.6
2025-08-13 05:00:00Z,31.2,16.0,31.5,31.7,80.3
2025-08-13 06:00:00Z,45.4,15.6,34.5,65.9,135.6
2025-08-13 07:00:00Z,67.6,10.4,33.7,50.0,110.3
2025-08-13 08:00:00Z,58.8,16.4,31.4,32.8,81.8
2025-08-13 09:00:00Z,49.0,11.7,37.7,33.7,89.4
2025-08-13 10:00:00Z,34.3,11.0,40.1,46.6,110.8
2025-08-13 11:00:00Z,46.2,19.5,42.7,37.2,99.9
2025-08-13 12:00:00Z,40.3,12.1,33.6,23.2,69.1
2025-08-13 13:00:00Z,28.2,10.2,30.1,17.1,56.3
2025-08-13 14:00:00Z,35.4,11.0,43.4,28.2,86.5
2025-08-13 15:00:00Z,39.6,14.3,43.6,22.3,77.9
2025-08-13 16:00:00Z,35.4,12.6,27.5,11.4,45.0
2025-08-13 17:00:00Z,43.9,22.9,38.7,15.4,62.3
2025-08-13 18:00:00Z,44.3,18.2,58.2,34.1,110.6
2025-08-13 19:00:00Z,40.6,13.3,31.8,19.8,62.1
2025-08-13 20:00:00Z,21.9,12.2,29.0,10.5,45.1
2025-08-13 21:00:00Z,18.2,11.0,24.5,6.5,34.5
2025-08-13 22:00:00Z,24.7,14.1,27.5,14.6,49.8
2025-08-13 23:00:00Z,21.6,10.1,22.0,12.2,40.7
2025-08-14 00:00:00Z,14.3,8.4,14.6,7.0,25.3
2025-08-14 01:00:00Z,12.6,8.6,15.3,5.5,23.8
2025-08-14 02:00:00Z,15.8,12.8,11.2,5.3,19.3
2025-08-14 03:00:00Z,16.6,9.8,15.4,7.5,26.9
2025-08-14 04:00:00Z,34.6,13.8,30.7,22.3,65.0
2025-08-14 05:00:00Z,34.3,16.0,36.6,35.0,90.5
2025-08-14 06:00:00Z,24.4,14.0,27.1,39.6,87.8
2025-08-14 07:00:00Z,26.5,20.1,24.9,28.7,69.0
2025-08-14 08:00:00Z,35.1,12.9,28.6,33.7,80.2
2025-08-14 09:00:00Z,22.4,15.9,28.7,29.7,74.4
2025-08-14 10:00:00Z,26.7,17.1,33.1,27.5,75.3
2025-08-14 11:00:00Z,34.2,15.5,31.6,23.1,66.9
2025-08-14 12:00:00Z,29.9,18.1,34.1,24.3,71.2
2025-08-14 13:00:00Z,30.8,16.7,41.4,24.7,79.4
2025-08-14 14:00:00Z,29.1,19.4,52.5,37.9,110.6
2025-08-14 15:00:00Z,27.3,19.5,53.7,41.6,117.5
2025-08-14 16:00:00Z,27.9,18.7,38.8,19.4,68.6
2025-08-14 17:00:00Z,32.1,24.7,50.8,32.3,100.3
2025-08-14 18:00:00Z,38.8,26.8,34.4,6.7,44.8
2025-08-14 19:00:00Z,33.1,20.1,40.4,10.9,57.1
2025-08-14 20:00:00Z,28.9,14.9,29.8,9.3,44.1
2025-08-14 21:00:00Z,37.7,23.0,36.5,13.8,57.6
2025-08-14 22:00:00Z,24.3,12.3,22.7,9.8,37.7
2025-08-14 23:00:00Z,14.9,11.7,13.7,6.0,22.8
2025-08-15 00:00:00Z,12.6,6.7,10.5,4.3,17.1
2025-08-15 01:00:00Z,7.7,6.5,6.7,2.7,10.9
2025-08-15 02:00:00Z,4.7,4.9,5.1,1.6,7.5
2025-08-15 03:00:00Z,6.8,3.7,7.4,2.0,10.5
2025-08-15 04:00:00Z,6.5,3.1,9.3,6.3,19.1
2025-08-15 05:00:00Z,6.9,4.7,11.7,6.9,22.3
2025-08-15 06:00:00Z,6.6,4.7,15.1,10.7,31.6
2025-08-15 07:00:00Z,14.1,5.1,14.9,11.7,32.8
2025-08-15 08:00:00Z,19.4,7.6,13.6,11.4,30.9
2025-08-15 09:00:00Z,19.8,8.3,17.3,12.9,37.2
2025-08-15 10:00:00Z,18.9,7.9,21.2,18.1,48.9
2025-08-15 11:00:00Z,19.6,9.3,22.5,18.3,50.7
2025-08-15 12:00:00Z,22.7,8.1,19.2,11.6,36.9
2025-08-15 13:00:00Z,19.4,10.2,21.3,11.8,39.5
2025-08-15 14:00:00Z,17.0,7.8,20.7,11.8,38.7
2025-08-15 15:00:00Z,23.0,11.8,25.5,11.8,43.6
2025-08-15 16:00:00Z,19.6,14.2,22.2,9.2,36.3
2025-08-15 17:00:00Z,7.0,12.1,36.9,21.0,69.1
2025-08-15 18:00:00Z,17.0,7.3,45.1,20.2,76.1
2025-08-15 19:00:00Z,13.1,8.2,54.7,31.9,103.6
2025-08-15 20:00:00Z,20.7,15.0,55.3,28.6,99.3
2025-08-15 21:00:00Z,27.3,13.0,45.7,24.1,82.6
2025-08-15 22:00:00Z,18.4,7.4,34.1,15.8,58.4
2025-08-15 23:00:00Z,18.9,8.2,38.2,16.8,64.0
2025-08-16 00:00:00Z,19.6,9.5,19.5,5.9,28.6
2025-08-16 01:00:00Z,13.6,8.3,13.7,3.7,19.3
2025-08-16 02:00:00Z,13.3,8.5,11.8,3.2,16.8
2025-08-16 03:00:00Z,14.2,6.6,13.0,5.5,21.5
2025-08-16 04:00:00Z,9.6,4.2,16.8,7.5,28.2
