,BP_EST:PM10,BP_EST:PM25,BP_EST:NO2,BP_EST:NO,BP_EST:NOX
,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est
,BP_EST,BP_EST,BP_EST,BP_EST,BP_EST
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-01-17 10:00:00Z,48.4,23.4,52.7,122.6,241.6
2025-01-17 11:00:00Z,41.4,28.5,,,
2025-01-17 12:00:00Z,49.1,27.0,50.3,107.3,213.9
2025-01-17 13:00:00Z,66.1,31.4,54.3,110.9,224.4
2025-01-17 14:00:00Z,52.1,27.2,47.9,101.3,200.4
2025-01-17 15:00:00Z,64.7,40.9,47.0,96.9,195.1
2025-01-17 16:00:00Z,37.4,27.9,43.0,75.0,157.9
2025-01-17 17:00:00Z,38.6,26.2,47.7,98.8,198.9
2025-01-17 18:00:00Z,36.1,29.3,49.9,88.3,185.4
2025-01-17 19:00:00Z,42.0,31.2,42.9,69.3,148.9
2025-01-17 20:00:00Z,40.2,32.8,45.1,74.7,159.6
2025-01-17 21:00:00Z,31.2,23.8,43.1,79.9,165.8
2025-01-17 22:00:00Z,34.6,27.3,38.2,68.7,143.2
2025-01-17 23:00:00Z,30.1,24.3,31.4,36.8,87.5
2025-01-18 00:00:00Z,26.1,23.4,28.5,31.0,75.4
2025-01-18 01:00:00Z,23.6,19.8,24.0,21.2,56.5
2025-01-18 02:00:00Z,23.2,18.9,24.5,23.9,61.1
2025-01-18 03:00:00Z,27.0,21.2,24.6,25.3,63.5
2025-01-18 04:00:00Z,31.8,22.8,25.6,29.8,71.2
2025-01-18 05:00:00Z,33.7,24.8,29.4,34.9,82.8
2025-01-18 06:00:00Z,30.9,24.4,40.1,70.2,147.8
2025-01-18 07:00:00Z,34.4,26.3,39.0,56.6,125.6
2025-01-18 08:00:00Z,27.1,19.3,41.5,58.5,131.2
2025-01-18 09:00:00Z,40.1,24.5,43.9,75.3,159.3
2025-01-18 10:00:00Z,32.7,24.6,42.2,75.0,156.8
2025-01-18 11:00:00Z,45.1,24.9,48.1,88.2,183.2
2025-01-18 12:00:00Z,37.1,26.0,44.7,88.4,179.9
2025-01-18 13:00:00Z,29.1,21.1,40.2,73.3,152.2
2025-01-18 14:00:00Z,43.1,25.7,49.5,103.7,208.3
2025-01-18 15:00:00Z,36.7,24.9,53.2,108.0,218.9
2025-01-18 16:00:00Z,32.6,28.1,44.9,77.2,163.6
2025-01-18 17:00:00Z,26.3,23.7,43.7,69.5,150.2
2025-01-18 18:00:00Z,27.9,24.8,43.5,77.5,162.3
2025-01-18 19:00:00Z,30.4,25.2,41.3,66.8,143.7
2025-01-18 20:00:00Z,32.4,24.4,37.7,63.7,135.0
2025-01-18 21:00:00Z,30.7,25.5,38.8,49.8,115.2
2025-01-18 22:00:00Z,33.1,29.1,44.3,45.8,114.6
2025-01-18 23:00:00Z,37.7,28.9,44.3,46.6,115.7
2025-01-19 00:00:00Z,42.7,36.7,54.9,89.1,191.4
2025-01-19 01:00:00Z,50.6,37.9,55.2,95.1,201.0
2025-01-19 02:00:00Z,47.2,37.0,52.0,88.7,188.0
2025-01-19 03:00:00Z,36.6,31.6,41.4,39.3,101.6
2025-01-19 04:00:00Z,43.8,31.4,43.2,37.4,100.6
2025-01-19 05:00:00Z,35.8,25.2,51.1,66.6,153.2
2025-01-19 06:00:00Z,43.1,36.0,52.3,83.2,179.8
2025-01-19 07:00:00Z,41.5,28.9,45.4,62.5,141.7
2025-01-19 08:00:00Z,46.1,34.8,50.1,94.4,194.9
2025-01-19 09:00:00Z,50.2,42.8,52.7,131.5,254.2
2025-01-19 10:00:00Z,56.0,46.3,48.7,118.2,229.9
2025-01-19 11:00:00Z,46.3,38.9,44.8,76.7,162.3
2025-01-19 12:00:00Z,43.6,34.4,40.1,66.3,141.7
2025-01-19 13:00:00Z,45.4,32.7,47.1,84.5,176.7
2025-01-19 14:00:00Z,46.3,28.6,54.1,93.5,197.5
2025-01-19 15:00:00Z,52.4,36.9,57.8,102.0,214.0
2025-01-19 16:00:00Z,39.1,33.1,51.2,80.4,174.2
2025-01-19 17:00:00Z,42.9,28.1,53.1,69.2,159.1
2025-01-19 18:00:00Z,40.5,30.6,51.3,68.3,156.0
2025-01-19 19:00:00Z,41.5,29.7,55.7,65.2,155.7
2025-01-19 20:00:00Z,46.3,36.0,62.2,78.7,182.9
2025-01-19 21:00:00Z,57.2,40.2,54.6,63.0,151.2
2025-01-19 22:00:00Z,63.8,45.3,48.5,54.0,131.4
2025-01-19 23:00:00Z,64.8,47.8,44.5,36.9,101.4
2025-01-20 00:00:00Z,58.2,46.2,38.6,30.5,85.4
2025-01-20 01:00:00Z,52.1,47.8,31.0,22.8,66.0
2025-01-20 02:00:00Z,49.2,45.2,27.8,18.7,56.4
2025-01-20 03:00:00Z,54.5,42.5,30.7,21.1,63.1
2025-01-20 04:00:00Z,47.5,39.4,33.5,35.9,88.7
2025-01-20 05:00:00Z,39.2,28.1,42.3,66.9,144.8
2025-01-20 06:00:00Z,56.6,35.0,58.8,141.5,277.5
2025-01-20 07:00:00Z,49.2,28.0,63.3,162.7,312.0
2025-01-20 08:00:00Z,33.0,25.6,45.0,94.0,188.0
2025-01-20 09:00:00Z,42.4,22.7,49.7,127.2,244.6
2025-01-20 10:00:00Z,50.7,26.1,52.0,135.0,258.8
2025-01-20 11:00:00Z,43.7,25.6,51.5,113.7,225.7
2025-01-20 12:00:00Z,50.0,26.9,52.5,115.8,229.8
2025-01-20 13:00:00Z,46.2,23.7,50.4,135.2,257.3
2025-01-20 14:00:00Z,44.3,26.6,50.8,107.2,215.1
2025-01-20 15:00:00Z,42.5,27.9,46.8,100.3,200.4
2025-01-20 16:00:00Z,45.1,27.6,47.1,120.0,230.6
2025-01-20 17:00:00Z,36.1,24.5,48.8,103.7,206.9
2025-01-20 18:00:00Z,42.4,26.7,49.4,119.0,230.9
2025-01-20 19:00:00Z,56.1,31.7,49.9,116.5,227.8
2025-01-20 20:00:00Z,44.1,31.5,44.1,78.9,165.5
2025-01-20 21:00:00Z,42.5,33.0,39.8,53.7,122.2
2025-01-20 22:00:00Z,41.3,32.0,36.3,49.3,112.5
2025-01-20 23:00:00Z,44.0,32.4,36.4,49.8,112.8
2025-01-21 00:00:00Z,44.2,32.0,36.5,43.9,103.8
2025-01-21 01:00:00Z,55.5,30.5,37.5,36.4,93.3
2025-01-21 02:00:00Z,32.6,27.0,36.3,24.6,74.0
2025-01-21 03:00:00Z,35.8,30.7,36.2,37.9,94.4
2025-01-21 04:00:00Z,31.3,21.1,31.8,45.4,101.4
2025-01-21 05:00:00Z,25.0,18.7,37.6,77.5,156.1
2025-01-21 06:00:00Z,32.2,25.7,48.5,134.4,254.4
2025-01-21 07:00:00Z,30.1,22.7,46.9,159.4,289.1
2025-01-21 08:00:00Z,24.1,22.3,45.6,131.9,246.4
2025-01-21 09:00:00Z,36.7,22.6,41.2,136.1,249.5
2025-01-21 10:00:00Z,46.0,24.4,44.1,154.8,281.1
2025-01-21 11:00:00Z,59.2,30.9,46.8,162.7,296.4
2025-01-21 12:00:00Z,52.5,31.7,40.8,109.1,208.0
2025-01-21 13:00:00Z,60.8,30.1,43.0,118.9,225.2
2025-01-21 14:00:00Z,70.0,37.6,51.6,126.4,245.4
2025-01-21 15:00:00Z,70.6,37.2,57.4,156.4,296.2
2025-01-21 16:00:00Z,73.3,38.8,65.9,203.6,378.5
2025-01-21 17:00:00Z,56.2,40.2,53.9,139.4,267.5
2025-01-21 18:00:00Z,61.1,40.9,48.2,126.8,242.4
2025-01-21 19:00:00Z,62.7,45.1,53.6,175.3,322.0
2025-01-21 20:00:00Z,77.2,47.8,53.8,186.8,340.0
2025-01-21 21:00:00Z,82.1,56.2,64.2,212.4,390.1
2025-01-21 22:00:00Z,58.7,40.8,51.3,127.1,246.1
2025-01-21 23:00:00Z,55.5,42.4,42.7,118.9,225.0
2025-01-22 00:00:00Z,56.0,42.5,36.5,92.8,178.7
2025-01-22 01:00:00Z,,44.8,39.2,89.4,176.3
2025-01-22 02:00:00Z,59.3,37.4,36.8,68.3,141.5
2025-01-22 03:00:00Z,45.2,34.3,34.4,49.3,110.1
2025-01-22 04:00:00Z,32.8,30.4,37.7,23.0,73.0
2025-01-22 05:00:00Z,37.4,24.3,50.9,82.4,177.1
2025-01-22 06:00:00Z,38.6,25.5,67.0,158.8,309.0
2025-01-22 07:00:00Z,30.3,24.1,78.6,200.4,385.9
2025-01-22 08:00:00Z,28.8,16.5,68.0,166.4,323.1
2025-01-22 09:00:00Z,25.0,12.6,57.0,77.6,174.7
2025-01-22 10:00:00Z,38.3,19.8,61.2,125.2,253.1
2025-01-22 11:00:00Z,34.4,19.4,69.7,147.1,295.4
2025-01-22 12:00:00Z,31.4,15.9,62.7,120.4,246.6
2025-01-22 13:00:00Z,,,64.8,145.4,287.9
2025-01-22 14:00:00Z,41.7,20.8,72.8,184.3,354.2
2025-01-22 15:00:00Z,36.7,18.1,71.2,174.7,339.2
2025-01-22 16:00:00Z,33.7,12.2,73.8,199.8,379.9
2025-01-22 17:00:00Z,23.9,18.4,68.6,133.1,272.7
2025-01-22 18:00:00Z,19.3,12.6,57.4,97.2,206.3
2025-01-22 19:00:00Z,21.8,14.0,57.1,89.7,194.5
2025-01-22 20:00:00Z,13.3,13.3,55.9,34.6,108.9
2025-01-22 21:00:00Z,9.5,7.6,45.8,16.2,70.7
2025-01-22 22:00:00Z,5.5,3.1,24.1,5.1,31.9
2025-01-22 23:00:00Z,6.2,5.8,20.3,2.8,24.6
2025-01-23 00:00:00Z,5.3,5.5,20.3,0.6,21.2
2025-01-23 01:00:00Z,29.4,9.3,19.8,-0.2,19.5
2025-01-23 02:00:00Z,9.1,9.8,17.9,0.9,19.2
2025-01-23 03:00:00Z,12.0,13.1,18.6,0.3,19.1
2025-01-23 04:00:00Z,16.0,15.8,16.8,0.1,16.9
2025-01-23 05:00:00Z,13.2,12.1,13.9,1.2,15.6
2025-01-23 06:00:00Z,11.1,10.5,17.1,4.8,24.5
2025-01-23 07:00:00Z,13.1,8.0,41.0,18.5,69.4
2025-01-23 08:00:00Z,14.0,14.7,62.7,77.3,181.2
2025-01-23 09:00:00Z,24.3,16.3,69.7,91.4,209.8
2025-01-23 10:00:00Z,21.2,7.4,54.3,62.3,149.8
2025-01-23 11:00:00Z,21.1,6.0,35.7,31.6,84.1
2025-01-23 12:00:00Z,26.0,10.0,36.1,46.8,107.5
2025-01-23 13:00:00Z,27.8,14.6,45.2,73.1,157.3
2025-01-23 14:00:00Z,23.2,10.1,39.0,43.8,106.1
2025-01-23 15:00:00Z,29.8,8.0,42.7,58.1,131.0
2025-01-23 16:00:00Z,31.1,5.2,45.5,70.7,154.2
2025-01-23 17:00:00Z,8.9,7.7,39.1,43.0,105.4
2025-01-23 18:00:00Z,11.8,9.0,38.9,38.0,97.2
2025-01-23 19:00:00Z,11.7,9.8,28.5,22.1,62.3
2025-01-23 20:00:00Z,9.4,7.2,23.3,19.9,53.9
2025-01-23 21:00:00Z,11.1,6.2,22.4,9.9,37.6
2025-01-23 22:00:00Z,10.8,5.0,20.8,6.8,31.3
2025-01-23 23:00:00Z,13.0,4.1,20.7,10.3,36.6
2025-01-24 00:00:00Z,15.9,4.6,16.0,7.8,27.9
2025-01-24 01:00:00Z,8.7,6.0,17.4,6.6,27.3
2025-01-24 02:00:00Z,12.0,2.8,15.2,5.9,24.2
2025-01-24 03:00:00Z,11.2,3.2,20.0,12.5,39.4
2025-01-24 04:00:00Z,16.0,2.2,31.6,27.6,73.7
2025-01-24 05:00:00Z,16.2,3.4,33.6,32.9,84.0
2025-01-24 06:00:00Z,21.9,7.1,53.2,60.6,146.0
2025-01-24 07:00:00Z,23.4,6.0,54.4,74.1,168.1
2025-01-24 08:00:00Z,26.3,7.1,53.4,62.8,149.9
2025-01-24 09:00:00Z,8.6,4.7,52.0,62.0,146.6
2025-01-24 10:00:00Z,13.6,5.1,47.6,60.4,139.7
2025-01-24 11:00:00Z,13.4,7.4,37.5,44.8,105.8
2025-01-24 12:00:00Z,10.4,5.0,27.3,29.5,72.4
2025-01-24 13:00:00Z,11.8,5.5,29.7,34.3,81.6
2025-01-24 14:00:00Z,10.2,3.0,26.4,28.2,69.5
2025-01-24 15:00:00Z,9.6,2.5,26.4,22.6,61.0
2025-01-24 16:00:00Z,8.2,4.6,34.2,37.0,91.1
2025-01-24 17:00:00Z,7.5,4.0,36.6,45.3,105.8
2025-01-24 18:00:00Z,10.4,3.6,36.3,37.6,94.0
2025-01-24 19:00:00Z,7.5,6.1,47.2,51.1,125.5
2025-01-24 20:00:00Z,8.9,7.1,37.5,32.9,88.0
2025-01-24 21:00:00Z,7.3,8.3,29.8,23.5,65.9
2025-01-24 22:00:00Z,10.7,5.5,37.5,28.6,81.0
2025-01-24 23:00:00Z,13.8,3.9,39.0,31.6,87.6
2025-01-25 00:00:00Z,13.6,8.7,35.8,25.8,75.3
2025-01-25 01:00:00Z,13.1,6.8,35.3,26.1,75.3
2025-01-25 02:00:00Z,9.1,3.9,26.3,17.7,53.4
2025-01-25 03:00:00Z,7.0,2.0,23.3,16.8,49.0
2025-01-25 04:00:00Z,9.9,1.1,31.9,24.4,69.4
2025-01-25 05:00:00Z,9.3,5.1,31.1,27.2,73.0
2025-01-25 06:00:00Z,13.0,5.5,23.9,21.1,55.9
2025-01-25 07:00:00Z,9.3,5.7,22.8,18.1,50.5
2025-01-25 08:00:00Z,8.3,4.2,15.0,2.2,18.3
2025-01-25 09:00:00Z,6.3,3.4,15.2,0.5,16.0
2025-01-25 10:00:00Z,4.1,1.7,23.2,6.5,33.1
2025-01-25 11:00:00Z,2.1,2.1,31.0,14.5,53.2
2025-01-25 12:00:00Z,4.1,2.1,33.2,11.2,50.2
2025-01-25 13:00:00Z,3.0,3.5,36.6,22.9,71.7
2025-01-25 14:00:00Z,16.6,6.2,72.1,74.8,186.9
2025-01-25 15:00:00Z,13.9,5.8,67.1,48.4,141.3
2025-01-25 16:00:00Z,12.0,16.6,79.1,82.8,205.9
2025-01-25 17:00:00Z,19.8,11.6,78.0,79.5,199.8
2025-01-25 18:00:00Z,17.6,14.5,76.4,80.8,201.7
2025-01-25 19:00:00Z,15.2,14.1,69.6,72.9,180.6
2025-01-25 20:00:00Z,24.5,15.0,69.0,70.1,176.4
2025-01-25 21:00:00Z,13.5,12.6,44.5,12.9,64.3
2025-01-25 22:00:00Z,8.1,7.8,22.8,0.3,23.1
2025-01-25 23:00:00Z,4.3,5.7,17.5,3.1,22.3
2025-01-26 00:00:00Z,6.5,5.6,13.6,0.8,14.7
2025-01-26 01:00:00Z,5.7,4.7,9.5,-0.9,8.1
2025-01-26 02:00:00Z,3.4,3.5,10.0,-1.1,8.4
2025-01-26 03:00:00Z,1.9,-0.7,7.9,-1.4,5.9
2025-01-26 04:00:00Z,,0.5,7.2,-1.2,5.4
2025-01-26 05:00:00Z,,6.0,35.3,21.4,68.1
2025-01-26 06:00:00Z,2.6,7.5,33.7,22.4,68.1
2025-01-26 07:00:00Z,3.2,5.0,34.7,22.6,69.3
2025-01-26 08:00:00Z,3.7,6.3,32.3,24.8,70.3
2025-01-26 09:00:00Z,3.7,6.1,35.2,32.0,84.2
2025-01-26 10:00:00Z,3.4,3.2,34.2,33.9,86.4
2025-01-26 11:00:00Z,5.4,6.7,38.7,35.6,93.3
2025-01-26 12:00:00Z,8.5,7.1,49.8,52.8,130.7
2025-01-26 13:00:00Z,10.3,5.0,53.3,58.2,142.6
2025-01-26 14:00:00Z,8.2,8.3,47.6,59.6,138.7
2025-01-26 15:00:00Z,7.9,8.5,43.6,56.8,130.8
2025-01-26 16:00:00Z,13.4,7.2,45.7,55.3,130.6
2025-01-26 17:00:00Z,12.3,6.2,51.4,59.5,142.6
2025-01-26 18:00:00Z,11.3,6.4,48.4,49.0,123.4
2025-01-26 19:00:00Z,12.1,9.0,46.9,44.0,114.1
2025-01-26 20:00:00Z,8.1,5.7,38.2,35.0,91.8
2025-01-26 21:00:00Z,10.9,5.3,40.1,33.8,91.9
2025-01-26 22:00:00Z,8.8,3.6,36.0,26.2,76.2
2025-01-26 23:00:00Z,10.5,3.4,29.2,20.9,61.0
2025-01-27 00:00:00Z,5.4,2.4,16.6,10.9,33.3
2025-01-27 01:00:00Z,1.8,0.1,11.1,6.2,20.5
2025-01-27 02:00:00Z,2.3,-0.1,8.4,3.1,12.6
2025-01-27 03:00:00Z,3.3,0.7,10.8,1.6,12.8
2025-01-27 04:00:00Z,3.3,1.9,13.1,4.8,20.3
2025-01-27 05:00:00Z,13.3,2.9,26.8,13.3,47.2
2025-01-27 06:00:00Z,9.5,2.0,44.7,37.6,102.1
2025-01-27 07:00:00Z,12.8,5.1,40.2,39.4,100.6
2025-01-27 08:00:00Z,10.5,6.1,38.0,26.9,79.2
2025-01-27 09:00:00Z,17.2,8.9,34.1,19.8,64.2
2025-01-27 10:00:00Z,5.6,5.5,32.7,28.9,76.3
2025-01-27 11:00:00Z,13.1,3.4,33.1,28.5,75.9
2025-01-27 12:00:00Z,12.9,3.7,51.8,62.7,148.0
2025-01-27 13:00:00Z,12.5,2.3,33.5,28.5,77.1
2025-01-27 14:00:00Z,11.8,0.6,31.3,27.1,72.5
2025-01-27 15:00:00Z,18.0,1.3,30.0,21.4,62.7
2025-01-27 16:00:00Z,14.4,1.6,37.2,29.0,82.0
2025-01-27 17:00:00Z,8.8,1.9,31.8,29.3,76.7
2025-01-27 18:00:00Z,8.8,2.0,42.7,36.6,98.8
2025-01-27 19:00:00Z,11.7,4.6,46.0,33.0,96.4
2025-01-27 20:00:00Z,9.6,5.0,36.0,24.6,73.6
2025-01-27 21:00:00Z,8.0,3.3,32.7,19.3,61.9
2025-01-27 22:00:00Z,15.1,3.5,25.5,16.2,50.3
2025-01-27 23:00:00Z,11.8,4.1,18.6,9.4,32.9
2025-01-28 00:00:00Z,12.2,7.5,17.5,8.3,30.2
2025-01-28 01:00:00Z,22.4,5.1,14.0,8.2,26.4
2025-01-28 02:00:00Z,7.9,4.1,15.6,9.3,29.6
2025-01-28 03:00:00Z,13.3,5.3,12.6,5.1,20.4
2025-01-28 04:00:00Z,19.2,8.2,28.4,23.7,64.1
2025-01-28 05:00:00Z,16.8,6.3,37.5,37.4,95.0
2025-01-28 06:00:00Z,21.2,7.5,53.4,59.0,143.9
2025-01-28 07:00:00Z,19.6,6.2,57.9,79.1,179.2
2025-01-28 08:00:00Z,20.1,6.3,49.4,64.3,147.7
2025-01-28 09:00:00Z,12.6,5.7,56.5,78.2,176.1
2025-01-28 10:00:00Z,7.0,9.9,46.7,54.4,130.0
2025-01-28 11:00:00Z,9.9,7.6,36.0,32.4,85.6
2025-01-28 12:00:00Z,7.3,9.4,35.9,33.7,86.9
2025-01-28 13:00:00Z,5.9,7.2,41.8,45.0,110.9
2025-01-28 14:00:00Z,21.7,5.2,43.5,48.1,116.8
2025-01-28 15:00:00Z,17.0,8.0,35.3,37.0,92.0
2025-01-28 16:00:00Z,23.4,6.5,33.5,29.1,77.9
2025-01-28 17:00:00Z,22.7,8.5,35.7,29.3,80.0
2025-01-28 18:00:00Z,11.8,9.4,33.8,16.2,58.6
2025-01-28 19:00:00Z,10.3,6.2,32.3,14.9,55.3
2025-01-28 20:00:00Z,6.7,7.0,23.3,9.6,37.6
2025-01-28 21:00:00Z,6.2,7.7,10.5,2.2,13.9
2025-01-28 22:00:00Z,6.4,3.5,8.4,0.7,9.6
2025-01-28 23:00:00Z,2.5,0.5,7.8,-0.5,6.9
2025-01-29 00:00:00Z,4.1,3.5,8.7,1.3,10.6
2025-01-29 01:00:00Z,7.2,3.8,8.2,1.1,9.9
2025-01-29 02:00:00Z,8.4,6.4,7.4,0.2,7.6
2025-01-29 03:00:00Z,7.8,6.0,6.3,0.6,7.1
2025-01-29 04:00:00Z,5.6,4.9,12.4,4.2,18.8
2025-01-29 05:00:00Z,12.3,4.7,21.3,10.9,38.0
2025-01-29 06:00:00Z,16.4,7.0,40.9,32.8,91.5
2025-01-29 07:00:00Z,19.3,10.1,46.9,34.9,101.3
2025-01-29 08:00:00Z,23.0,9.0,51.6,59.7,142.9
2025-01-29 09:00:00Z,25.3,11.8,64.5,93.4,209.2
2025-01-29 10:00:00Z,28.6,8.6,53.2,65.3,152.6
2025-01-29 11:00:00Z,36.6,8.3,62.8,91.7,203.3
2025-01-29 12:00:00Z,33.6,13.7,62.8,88.0,197.6
2025-01-29 13:00:00Z,18.9,11.6,67.3,111.4,238.2
2025-01-29 14:00:00Z,12.1,9.3,60.6,98.2,211.1
2025-01-29 15:00:00Z,19.0,11.8,67.8,120.5,252.4
2025-01-29 16:00:00Z,20.1,11.4,67.1,99.9,218.4
2025-01-29 17:00:00Z,14.3,9.7,64.1,89.2,200.9
2025-01-29 18:00:00Z,13.3,7.5,61.0,73.0,172.8
2025-01-29 19:00:00Z,18.9,10.2,54.9,56.4,141.1
2025-01-29 20:00:00Z,13.1,9.9,51.2,49.5,127.0
2025-01-29 21:00:00Z,9.7,7.8,45.2,37.6,102.7
2025-01-29 22:00:00Z,13.6,7.4,42.3,26.7,83.2
2025-01-29 23:00:00Z,9.8,5.8,47.9,29.6,93.2
2025-01-30 00:00:00Z,9.6,6.9,49.3,32.4,99.1
2025-01-30 01:00:00Z,23.9,7.2,41.3,19.9,71.9
2025-01-30 02:00:00Z,8.6,5.6,38.6,19.3,68.1
2025-01-30 03:00:00Z,8.6,8.4,49.3,24.4,86.7
2025-01-30 04:00:00Z,10.0,7.3,60.1,58.1,149.0
2025-01-30 05:00:00Z,16.2,10.6,66.1,86.4,198.3
2025-01-30 06:00:00Z,10.7,9.9,62.6,74.6,176.8
2025-01-30 07:00:00Z,8.0,6.9,48.3,34.6,100.9
2025-01-30 08:00:00Z,8.4,8.5,65.9,95.8,212.7
2025-01-30 09:00:00Z,21.0,10.4,75.0,126.9,269.5
2025-01-30 10:00:00Z,,11.1,24.7,3.7,30.4
2025-01-30 11:00:00Z,9.0,8.9,21.5,2.2,24.9
2025-01-30 12:00:00Z,9.1,4.8,28.7,12.9,48.5
2025-01-30 13:00:00Z,7.2,1.8,28.4,17.3,55.0
2025-01-30 14:00:00Z,6.3,3.7,27.2,11.6,45.1
2025-01-30 15:00:00Z,6.4,4.0,24.2,10.9,40.7
2025-01-30 16:00:00Z,6.3,6.0,24.8,10.1,40.1
2025-01-30 17:00:00Z,,7.1,21.2,1.7,23.9
2025-01-30 18:00:00Z,9.1,5.2,23.5,3.5,28.6
2025-01-30 19:00:00Z,10.2,4.3,21.2,1.7,23.5
2025-01-30 20:00:00Z,18.4,8.5,22.7,1.9,25.4
2025-01-30 21:00:00Z,13.6,7.9,21.4,0.7,22.5
2025-01-30 22:00:00Z,11.8,10.5,22.0,1.0,23.6
2025-01-30 23:00:00Z,19.2,8.9,29.0,4.5,35.9
2025-01-31 00:00:00Z,13.6,8.9,27.8,2.5,31.6
2025-01-31 01:00:00Z,19.9,11.3,43.7,18.4,71.9
2025-01-31 02:00:00Z,21.7,11.7,63.9,72.6,175.3
2025-01-31 03:00:00Z,20.6,13.8,58.0,88.3,193.3
2025-01-31 04:00:00Z,16.7,16.1,49.1,45.0,118.2
2025-01-31 05:00:00Z,30.3,18.9,64.5,122.7,252.4
2025-01-31 06:00:00Z,31.5,20.1,73.1,174.0,339.9
2025-01-31 07:00:00Z,40.7,21.4,73.5,172.4,337.7
2025-01-31 08:00:00Z,47.3,23.8,70.2,204.1,383.2
2025-01-31 09:00:00Z,58.3,23.9,75.3,218.0,409.4
2025-01-31 10:00:00Z,47.7,21.4,74.7,169.3,334.3
2025-01-31 11:00:00Z,54.9,22.4,76.0,155.8,314.9
2025-01-31 12:00:00Z,22.2,6.9,52.6,65.5,152.9
2025-01-31 13:00:00Z,18.1,4.3,45.2,43.0,111.0
2025-01-31 14:00:00Z,26.1,7.7,56.2,62.6,152.2
2025-01-31 15:00:00Z,13.6,10.6,58.6,81.0,182.6
2025-01-31 16:00:00Z,13.8,9.0,69.1,95.9,215.9
2025-01-31 17:00:00Z,12.0,6.4,69.6,91.0,208.9
2025-01-31 18:00:00Z,8.9,10.5,71.0,81.8,196.2
2025-01-31 19:00:00Z,17.1,8.1,70.3,77.2,189.0
2025-01-31 20:00:00Z,9.7,9.0,67.9,66.6,170.3
2025-01-31 21:00:00Z,15.4,10.0,67.8,68.3,172.6
2025-01-31 22:00:00Z,14.5,7.2,65.7,55.0,150.0
2025-01-31 23:00:00Z,16.1,9.6,63.5,51.2,142.2
2025-02-01 00:00:00Z,17.4,13.3,62.4,46.7,133.9
2025-02-01 01:00:00Z,16.2,12.4,52.1,31.5,100.4
2025-02-01 02:00:00Z,11.7,10.2,48.9,25.5,88.0
2025-02-01 03:00:00Z,13.6,8.3,56.1,38.2,114.5
2025-02-01 04:00:00Z,14.3,12.1,64.9,64.4,163.6
2025-02-01 05:00:00Z,,16.5,61.3,62.4,156.9
2025-02-01 06:00:00Z,21.3,17.7,64.8,96.5,212.5
2025-02-01 07:00:00Z,21.0,21.4,67.5,87.4,200.9
2025-02-01 08:00:00Z,26.3,14.1,69.7,100.8,224.2
2025-02-01 09:00:00Z,25.0,19.9,62.3,95.7,208.8
2025-02-01 10:00:00Z,29.2,20.1,60.3,96.6,208.5
2025-02-01 11:00:00Z,38.6,20.1,58.2,91.6,198.2
2025-02-01 12:00:00Z,29.1,16.9,44.4,57.0,131.5
2025-02-01 13:00:00Z,31.8,10.6,46.5,67.9,150.3
2025-02-01 14:00:00Z,30.7,13.1,47.0,62.4,141.5
2025-02-01 15:00:00Z,23.6,12.8,51.0,76.2,167.2
2025-02-01 16:00:00Z,27.4,15.5,52.7,68.7,157.8
2025-02-01 17:00:00Z,27.6,12.5,62.1,67.8,165.5
2025-02-01 18:00:00Z,43.1,21.2,76.1,96.2,223.6
2025-02-01 19:00:00Z,52.5,26.9,78.4,113.3,251.9
2025-02-01 20:00:00Z,40.4,20.9,73.0,82.5,199.5
2025-02-01 21:00:00Z,37.0,25.8,72.5,85.4,203.6
2025-02-01 22:00:00Z,40.1,27.0,71.7,82.3,197.8
2025-02-01 23:00:00Z,41.3,24.1,67.8,68.7,173.2
2025-02-02 00:00:00Z,37.9,20.3,69.5,79.9,192.0
2025-02-02 01:00:00Z,48.2,22.8,63.4,61.2,157.4
2025-02-02 02:00:00Z,23.9,16.1,51.6,31.1,99.1
2025-02-02 03:00:00Z,27.1,21.2,55.1,46.1,125.5
2025-02-02 04:00:00Z,28.7,16.8,52.1,38.0,110.3
2025-02-02 05:00:00Z,27.1,18.7,57.9,69.3,164.2
2025-02-02 06:00:00Z,26.7,21.1,53.9,49.8,130.1
2025-02-02 07:00:00Z,,21.3,49.5,45.0,118.5
2025-02-02 08:00:00Z,,21.3,46.4,46.0,116.8
2025-02-02 09:00:00Z,28.1,16.5,50.7,67.7,154.6
2025-02-02 10:00:00Z,30.2,18.3,44.3,76.4,161.5
2025-02-02 11:00:00Z,33.4,19.2,41.9,64.1,140.1
2025-02-02 12:00:00Z,37.6,18.3,44.0,79.2,162.3
2025-02-02 13:00:00Z,32.6,23.0,47.6,68.0,151.7
2025-02-02 14:00:00Z,30.9,14.7,47.0,78.2,166.7
2025-02-02 15:00:00Z,28.2,20.8,52.4,82.8,178.6
2025-02-02 16:00:00Z,29.3,13.2,54.5,76.2,170.8
2025-02-02 17:00:00Z,27.2,20.8,62.8,85.6,193.9
2025-02-02 18:00:00Z,36.2,19.2,67.7,86.4,200.2
